CHILDCODE	EDCHSTR5	EDAGR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	SCHNMER5
181041	3	20	0	 	 	 	 	 
181041	4	21	0	 	 	 	 	 
181043	1	17	22	1	1	4	1	1538
181043	2	18	23	1	1	 	 	 
181043	3	19	0	 	 	 	 	 
181043	4	20	0	 	 	 	 	 
181045	1	19	10	1	1	4	1	430
181045	2	20	0	 	 	 	 	 
181045	3	21	0	 	 	 	 	 
181045	4	22	0	 	 	 	 	 
181047	1	17	0	 	 	 	 	 
181047	2	18	0	 	 	 	 	 
181047	3	19	0	 	 	 	 	 
181047	4	20	0	 	 	 	 	 
181048	1	19	0	 	 	 	 	 
181048	2	20	0	 	 	 	 	 
181048	3	21	0	 	 	 	 	 
181048	4	22	0	 	 	 	 	 
181049	1	19	0	 	 	 	 	 
181049	2	20	0	 	 	 	 	 
181049	3	21	0	 	 	 	 	 
181049	4	22	0	 	 	 	 	 
181050	1	19	0	 	 	 	 	 
181050	2	20	0	 	 	 	 	 
181050	3	21	0	 	 	 	 	 
181050	4	22	0	 	 	 	 	 
191001	1	18	10	1	1	4	1	430
191001	2	19	0	 	 	 	 	 
191001	3	20	0	 	 	 	 	 
191001	4	21	0	 	 	 	 	 
191002	1	19	8	1	1	4	1	392
191002	2	20	9	1	0	4	1	430
191002	3	21	10	1	1	 	 	 
191002	4	22	0	 	 	 	 	 
191003	1	18	22	1	1	1	1	1190
191003	2	19	23	1	1	 	 	 
191003	3	20	0	 	 	 	 	 
191003	4	21	36	4	0	1	1	552
191004	1	19	0	 	 	 	 	 
191004	2	20	0	 	 	 	 	 
191004	3	21	0	 	 	 	 	 
191004	4	22	0	 	 	 	 	 
191005	1	18	8	1	1	4	1	392
191005	2	19	9	1	0	4	1	430
191005	3	20	10	3	1	 	 	 
191005	4	21	0	 	 	 	 	 
191006	1	18	21	1	0	1	1	1539
191006	2	19	22	1	1	 	 	 
191006	3	20	0	 	 	 	 	 
191006	4	21	36	4	0	1	1	1540
191007	1	19	17	1	1	4	1	1541
191007	2	20	16	1	1	 	 	 
191007	3	21	16	2	1	 	 	 
191007	4	22	0	 	 	 	 	 
191009	1	18	0	 	 	 	 	 
191009	2	19	0	 	 	 	 	 
191009	3	20	0	 	 	 	 	 
191009	4	21	0	 	 	 	 	 
191010	1	18	9	1	0	4	1	430
191010	2	19	10	1	1	 	 	 
191010	3	20	0	 	 	 	 	 
191010	4	21	0	 	 	 	 	 
191011	1	16	9	1	0	4	1	1542
191011	2	17	10	1	1	 	 	 
191011	3	18	11	1	1	 	 	 
191011	4	19	12	4	1	 	 	 
191012	1	18	0	 	 	 	 	 
191012	2	19	0	 	 	 	 	 
191012	3	20	0	 	 	 	 	 
191012	4	21	0	 	 	 	 	 
191013	1	18	0	 	 	 	 	 
191013	2	19	0	 	 	 	 	 
191013	3	20	0	 	 	 	 	 
191013	4	21	0	 	 	 	 	 
191014	1	19	0	 	 	 	 	 
191014	2	20	0	 	 	 	 	 
191014	3	21	0	 	 	 	 	 
191014	4	22	0	 	 	 	 	 
191015	1	19	0	 	 	 	 	 
191015	2	20	0	 	 	 	 	 
191015	3	21	0	 	 	 	 	 
191015	4	22	0	 	 	 	 	 
191016	1	18	0	 	 	 	 	 
191016	2	19	0	 	 	 	 	 
191016	3	20	0	 	 	 	 	 
191016	4	21	0	 	 	 	 	 
191017	1	18	0	 	 	 	 	 
191017	2	19	0	 	 	 	 	 
191017	3	20	0	 	 	 	 	 
191017	4	21	0	 	 	 	 	 
191018	1	19	0	 	 	 	 	 
191018	2	20	0	 	 	 	 	 
191018	3	21	0	 	 	 	 	 
191018	4	22	0	 	 	 	 	 
191021	1	18	12	1	1	4	1	1543
191021	2	19	32	1	0	4	1	1544
191021	3	20	0	 	 	 	 	 
191021	4	21	0	 	 	 	 	 
191022	1	19	21	1	0	1	1	1545
191022	2	20	22	1	1	 	 	 
191022	3	21	23	1	1	 	 	 
191022	4	22	0	 	 	 	 	 
191023	1	19	12	1	0	4	1	1546
191023	2	20	32	1	0	4	1	1553
191023	3	21	33	1	1	 	 	 
191023	4	22	34	4	1	 	 	 
191024	1	18	9	1	1	4	1	430
191024	2	19	10	1	1	 	 	 
191024	3	20	11	1	1	 	 	 
191024	4	21	12	4	1	 	 	 
191026	1	18	9	1	1	4	1	430
191026	2	19	10	1	1	 	 	 
191026	3	20	11	3	1	 	 	 
191026	4	21	0	 	 	 	 	 
191027	1	18	0	 	 	 	 	 
191027	2	19	0	 	 	 	 	 
191027	3	20	8	1	0	4	1	1547
191027	4	21	9	4	0	4	1	437
191029	1	18	0	 	 	 	 	 
191029	2	19	0	 	 	 	 	 
191029	3	20	0	 	 	 	 	 
191029	4	21	0	 	 	 	 	 
191030	1	17	0	 	 	 	 	 
191030	2	18	0	 	 	 	 	 
191030	3	19	0	 	 	 	 	 
191030	4	20	0	 	 	 	 	 
191031	1	19	23	1	1	1	1	1893
191031	2	20	24	1	1	 	 	 
191031	3	21	0	 	 	 	 	 
191031	4	22	32	4	0	1	1	1548
191032	1	18	10	1	1	4	1	430
191032	2	19	11	1	1	 	 	 
191032	3	20	12	1	1	 	 	 
191032	4	21	0	 	 	 	 	 
191033	1	18	12	1	1	4	1	430
191033	2	19	27	1	0	4	1	1184
191033	3	20	28	1	1	 	 	 
191033	4	21	29	4	1	 	 	 
191034	1	19	0	 	 	 	 	 
191034	2	20	0	 	 	 	 	 
191034	3	21	0	 	 	 	 	 
191034	4	22	0	 	 	 	 	 
191036	1	18	0	 	 	 	 	 
191036	2	19	0	 	 	 	 	 
191036	3	20	0	 	 	 	 	 
191036	4	21	0	 	 	 	 	 
191037	1	18	12	1	1	4	1	430
191037	2	19	36	1	0	4	1	1549
191037	3	20	33	1	1	 	 	 
191037	4	22	34	4	1	 	 	 
191038	1	18	21	1	1	4	1	1550
191038	2	19	22	1	1	 	 	 
191038	3	20	23	1	1	 	 	 
191038	4	21	0	 	 	 	 	 
191039	1	18	0	 	 	 	 	 
191039	2	19	0	 	 	 	 	 
191039	3	20	0	 	 	 	 	 
191039	4	21	0	 	 	 	 	 
191040	1	18	9	1	0	4	1	430
191040	2	19	10	2	1	 	 	 
191040	3	20	0	 	 	 	 	 
191040	4	21	0	 	 	 	 	 
191042	1	19	0	 	 	 	 	 
191042	2	20	0	 	 	 	 	 
191042	3	21	0	 	 	 	 	 
191042	4	22	0	 	 	 	 	 
191043	1	18	0	 	 	 	 	 
191043	2	19	0	 	 	 	 	 
191043	3	20	0	 	 	 	 	 
191043	4	21	21	4	0	4	1	1551
191045	1	18	33	1	1	4	1	1553
191045	2	19	33	1	1	 	 	 
191045	3	20	34	1	1	 	 	 
191045	4	21	35	4	1	 	 	 
191046	1	19	0	 	 	 	 	 
191046	2	20	0	 	 	 	 	 
191046	3	21	0	 	 	 	 	 
191046	4	22	21	4	0	1	1	1190
191047	1	19	0	 	 	 	 	 
191047	2	20	0	 	 	 	 	 
191047	3	21	0	 	 	 	 	 
191047	4	22	0	 	 	 	 	 
191048	1	18	12	1	1	4	1	430
191048	2	19	32	1	0	4	14	1368
191048	3	20	33	3	1	 	 	 
191048	4	21	32	4	0	4	14	1552
191049	1	18	32	1	0	4	1	1164
191049	2	19	33	1	1	 	 	 
191049	3	20	34	1	1	 	 	 
191049	4	21	35	4	1	 	 	 
191050	1	19	0	 	 	 	 	 
191050	2	20	0	 	 	 	 	 
191050	3	21	0	 	 	 	 	 
191050	4	22	0	 	 	 	 	 
191051	1	18	10	1	1	4	1	430
191051	2	19	0	 	 	 	 	 
191051	3	20	0	 	 	 	 	 
191051	4	21	0	 	 	 	 	 
201001	1	19	0	 	 	 	 	 
201001	2	20	0	 	 	 	 	 
201001	3	21	0	 	 	 	 	 
201001	4	22	0	 	 	 	 	 
201003	1	19	0	 	 	 	 	 
201003	2	20	0	 	 	 	 	 
201003	3	21	0	 	 	 	 	 
201003	4	22	0	 	 	 	 	 
201005	1	19	0	 	 	 	 	 
201005	2	20	0	 	 	 	 	 
201005	3	21	0	 	 	 	 	 
201005	4	22	0	 	 	 	 	 
201006	1	19	36	1	1	4	7	1034
201006	2	20	37	1	1	 	 	 
201006	3	21	34	1	1	 	 	 
201006	4	22	35	4	1	 	 	 
201009	1	19	23	1	1	4	1	1198
201009	2	20	21	1	1	 	 	 
201009	3	21	22	1	1	 	 	 
201009	4	22	23	4	0	1	1	1544
201010	1	18	0	 	 	 	 	 
201010	2	19	0	 	 	 	 	 
201010	3	20	0	 	 	 	 	 
201010	4	21	0	 	 	 	 	 
201011	1	19	32	1	0	4	1	1553
201011	2	20	33	1	1	 	 	 
201011	3	21	34	1	1	 	 	 
201011	4	22	35	4	1	 	 	 
201012	1	19	0	 	 	 	 	 
201012	2	20	0	 	 	 	 	 
201012	3	21	21	1	0	1	1	1454
201012	4	22	22	4	1	 	 	 
201013	1	19	0	 	 	 	 	 
201013	2	20	21	1	0	1	1	1190
201013	3	21	22	1	1	 	 	 
201013	4	22	23	4	1	 	 	 
201015	1	19	32	1	0	4	1	1553
201015	2	20	33	1	1	 	 	 
201015	3	21	0	 	 	 	 	 
201015	4	22	34	4	0	4	1	1553
201017	1	18	23	1	1	4	1	1198
201017	2	19	0	 	 	 	 	 
201017	3	20	0	 	 	 	 	 
201017	4	21	0	 	 	 	 	 
201018	1	18	0	 	 	 	 	 
201018	2	19	0	 	 	 	 	 
201018	3	20	10	1	0	1	1	1556
201018	4	21	0	 	 	 	 	 
201019	1	18	0	 	 	 	 	 
201019	2	19	0	 	 	 	 	 
201019	3	20	0	 	 	 	 	 
201019	4	21	0	 	 	 	 	 
201020	1	19	0	 	 	 	 	 
201020	2	20	0	 	 	 	 	 
201020	3	21	0	 	 	 	 	 
201020	4	22	0	 	 	 	 	 
201021	1	18	0	 	 	 	 	 
201021	2	19	0	 	 	 	 	 
201021	3	20	0	 	 	 	 	 
201021	4	21	21	4	0	1	1	1557
201022	1	18	10	1	1	4	1	1558
201022	2	19	0	 	 	 	 	 
201022	3	20	0	 	 	 	 	 
201022	4	21	0	 	 	 	 	 
201023	1	18	0	 	 	 	 	 
201023	2	19	0	 	 	 	 	 
201023	3	20	0	 	 	 	 	 
201023	4	21	0	 	 	 	 	 
201025	1	18	32	1	0	4	7	516
201025	2	19	33	1	1	 	 	 
201025	3	20	34	1	1	 	 	 
201025	4	21	0	 	 	 	 	 
201027	1	18	23	1	1	4	1	1198
201027	2	19	0	 	 	 	 	 
201027	3	20	0	 	 	 	 	 
201027	4	21	0	 	 	 	 	 
201028	1	18	10	1	1	4	1	437
201028	2	19	21	3	0	3	1	1560
201028	3	20	21	1	1	 	 	 
201028	4	21	21	3	0	1	14	1445
201029	1	20	0	 	 	 	 	 
201029	2	21	0	 	 	 	 	 
201029	3	22	0	 	 	 	 	 
201029	4	23	0	 	 	 	 	 
201030	1	18	10	1	1	4	1	413
201030	2	19	0	 	 	 	 	 
201030	3	20	0	 	 	 	 	 
201030	4	21	0	 	 	 	 	 
201031	1	18	0	 	 	 	 	 
201031	2	19	0	 	 	 	 	 
201031	3	20	21	1	0	3	1	1561
201031	4	21	22	4	1	 	 	 
201032	1	18	8	1	1	4	1	375
201032	2	19	9	1	0	4	1	413
201032	3	20	10	1	0	4	1	437
201032	4	21	0	 	 	 	 	 
201035	1	18	12	1	0	4	1	437
201035	2	19	32	1	0	4	1	1164
201035	3	21	33	1	1	 	 	 
201035	4	22	34	4	1	 	 	 
201036	1	18	21	1	1	4	1	1198
201036	2	19	22	1	1	 	 	 
201036	3	20	24	1	1	 	 	 
201036	4	21	0	 	 	 	 	 
201037	1	18	9	1	0	4	1	413
201037	2	19	10	1	1	 	 	 
201037	3	20	0	 	 	 	 	 
201037	4	21	21	4	0	3	1	1561
201038	1	18	0	 	 	 	 	 
201038	2	19	0	 	 	 	 	 
201038	3	20	0	 	 	 	 	 
201038	4	21	0	 	 	 	 	 
201039	1	18	16	1	1	4	1	1198
201039	2	19	21	1	1	 	 	 
201039	3	20	22	1	1	 	 	 
201039	4	21	23	4	1	 	 	 
201040	1	18	13	1	1	4	1	1562
201040	2	19	32	1	0	4	1	1181
201040	3	20	33	1	1	 	 	 
201040	4	21	34	4	1	 	 	 
201042	1	19	0	 	 	 	 	 
201042	2	20	0	 	 	 	 	 
201042	3	21	0	 	 	 	 	 
201042	4	22	0	 	 	 	 	 
201044	1	18	21	1	1	4	1	1198
201044	2	19	23	1	1	 	 	 
201044	3	20	0	 	 	 	 	 
201044	4	21	0	 	 	 	 	 
201046	1	19	0	 	 	 	 	 
201046	2	20	0	 	 	 	 	 
201046	3	21	0	 	 	 	 	 
201046	4	22	0	 	 	 	 	 
201047	1	18	0	 	 	 	 	 
201047	2	19	0	 	 	 	 	 
201047	3	20	0	 	 	 	 	 
201047	4	21	0	 	 	 	 	 
201048	1	20	0	 	 	 	 	 
201048	2	21	0	 	 	 	 	 
201048	3	22	0	 	 	 	 	 
201048	4	23	0	 	 	 	 	 
201049	1	18	10	1	1	4	1	413
201049	2	19	0	 	 	 	 	 
201049	3	20	0	 	 	 	 	 
201049	4	21	0	 	 	 	 	 
201050	1	18	12	1	1	4	1	437
201050	2	19	32	1	0	4	3	1563
201050	3	21	33	1	1	 	 	 
201050	4	20	34	4	1	 	 	 
