childid	id	age	sex	relate	still	yrschool	disabled	care	support
ET020013	1	53	1	1	2	3	2	2	1
ET020013	2	44	2	1	2	2	1	1	2
ET020013	3	26	1	5	2	9	2	2	2
ET020013	4	22	2	5	2	12	2	1	2
ET020013	5	20	1	5	2	8	2	2	2
ET020013	6	17	2	5	1	8	2	1	2
ET020013	7	12	2	5	1	4	1	2	2
ET020013	8	9	1	5	1	1	1	2	2
ET020013	9	8	2	5	1	1	2	2	2
ET020014	1	33	1	1	2	7	1	2	1
ET020014	2	27	2	1	2	7	2	1	2
ET020014	3	15	1	5	2	4	2	2	2
ET020014	4	12	2	5	2	0	2	1	2
ET020014	15	3	2	5	 	 	2	 	 
ET020015	1	25	1	1	2	7	2	1	1
ET020015	2	27	2	1	2	12	2	1	1
ET020016	1	28	1	4	2	5	1	2	1
ET020016	2	22	2	1	2	6	2	1	2
ET020016	3	8	2	6	2	0	2	1	2
ET020016	4	5	2	6	2	0	2	2	2
ET020017	1	32	1	1	2	4	2	1	1
ET020017	2	20	2	1	2	0	2	1	2
ET020018	1	38	1	1	2	0	2	1	1
ET020018	2	31	2	1	2	7	2	1	2
ET020019	1	73	1	3	2	2	2	2	2
ET020019	2	52	2	3	2	2	2	2	2
ET020019	3	29	2	4	2	12	1	1	2
ET020019	4	27	2	1	2	12	2	1	1
ET020019	5	24	1	4	1	10	2	2	2
ET020019	6	21	1	4	2	8	2	2	1
ET020019	7	19	2	4	1	10	2	2	2
ET020019	8	16	1	4	1	10	2	2	2
ET020019	9	11	1	4	1	3	2	2	2
ET020020	1	38	2	3	2	0	2	2	1
ET020020	2	23	2	1	2	5	2	1	1
ET020020	3	16	1	4	2	5	2	2	2
ET020020	4	8	2	4	1	1	2	2	2
ET020021	1	28	2	1	2	6	1	2	2
ET020022	1	31	1	1	 	7	2	1	2
ET020022	2	27	2	1	 	6	2	1	2
ET020023	1	62	1	1	2	5	2	1	2
ET020023	2	35	2	1	2	0	2	1	2
ET020023	3	15	2	5	1	7	2	2	2
ET020023	4	14	2	5	1	7	2	2	2
ET020023	15	1	2	4	 	 	2	 	 
ET020024	1	60	1	3	2	7	1	1	1
ET020024	2	50	2	3	2	5	2	1	2
ET020024	3	35	2	4	2	10	1	1	2
ET020024	4	13	2	4	1	6	2	1	2
ET020025	1	60	1	3	2	5	2	2	1
ET020025	2	50	2	3	2	9	2	1	2
ET020025	3	30	2	1	2	12	2	1	1
ET020025	4	28	2	4	2	14	2	2	2
ET020025	5	24	2	4	2	15	2	2	2
ET020025	6	22	2	4	2	12	2	2	2
ET020025	7	18	2	4	1	10	2	2	2
ET020025	8	10	2	4	1	0	2	2	2
ET020026	1	65	1	3	2	11	2	2	1
ET020026	2	55	2	3	2	0	2	1	1
ET020026	3	33	1	4	2	12	2	2	2
ET020026	4	32	1	4	2	8	2	2	2
ET020026	5	23	1	4	2	8	2	2	2
ET020026	6	21	1	4	2	8	2	2	2
ET020026	7	16	1	4	1	8	2	2	2
ET020027	1	78	1	13	2	0	2	2	2
ET020027	2	50	1	3	2	3	2	2	2
ET020027	3	22	2	1	2	10	2	1	1
ET020028	1	70	2	3	2	0	1	1	1
ET020028	2	24	1	4	1	8	2	2	1
ET020028	3	17	2	4	1	8	2	2	2
ET020028	4	10	2	4	1	4	2	2	2
ET020029	1	24	1	4	2	0	2	2	2
ET020029	2	22	2	1	2	0	2	1	1
ET020029	3	14	2	4	1	4	2	2	2
ET020029	4	9	2	4	2	0	2	2	2
ET020030	1	45	1	1	2	4	2	1	1
ET020030	2	30	2	1	2	3	2	1	1
ET020030	3	15	2	5	1	5	2	1	2
ET020030	4	12	2	5	1	4	2	1	2
ET020030	5	9	2	5	1	2	2	1	2
ET020030	6	8	2	5	1	1	2	1	2
ET020030	15	4	2	5	 	 	2	 	 
ET020031	1	63	1	3	2	0	2	2	1
ET020031	2	60	2	3	2	0	2	1	2
ET020031	3	38	1	4	2	9	2	2	2
ET020031	4	31	1	4	2	7	1	2	2
ET020031	5	30	2	4	2	12	2	2	2
ET020031	6	20	2	1	2	6	2	1	2
ET020032	1	 	1	1	2	0	2	1	1
ET020032	2	22	2	1	2	0	2	1	2
ET020032	15	4	2	5	 	 	1	 	 
ET020033	1	 	1	1	2	9	2	1	1
ET020033	2	 	2	1	2	0	2	1	2
ET020034	1	35	1	1	2	6	2	1	1
ET020034	2	30	2	1	2	6	2	1	1
ET020035	1	57	1	3	 	5	2	2	1
ET020035	2	42	2	3	 	3	2	1	1
ET020035	3	22	2	1	 	0	2	1	2
ET020035	4	10	2	13	 	1	2	2	2
ET020035	5	7	1	13	 	1	2	2	2
ET020035	15	4	2	13	 	 	 	 	 
ET020036	1	28	1	1	2	6	2	1	1
ET020036	2	25	2	1	2	11	2	1	2
ET020037	1	50	2	3	2	0	2	1	1
ET020037	2	20	1	1	2	6	2	2	2
ET020037	3	13	1	4	1	3	2	2	2
ET020037	4	12	1	6	1	1	2	2	2
ET020037	5	17	2	6	1	5	2	1	2
ET020037	6	5	2	6	1	0	2	2	2
ET020038	1	47	2	3	2	0	2	1	1
ET020038	2	25	2	4	2	10	2	2	2
ET020038	3	20	2	1	2	5	2	1	2
ET020038	4	19	2	4	1	9	2	2	2
ET020038	5	10	1	4	1	4	2	2	2
ET020038	6	6	2	6	1	0	2	2	2
ET020039	1	65	1	3	2	4	1	1	2
ET020039	2	50	2	3	2	0	2	1	1
ET020039	3	25	2	1	2	3	2	1	1
ET020039	4	23	2	4	2	0	2	1	2
ET020039	5	20	1	4	1	4	2	1	2
ET020039	6	11	2	4	1	4	2	1	2
ET020039	7	9	1	4	1	3	2	2	2
ET020039	8	8	1	4	1	2	2	2	2
ET020040	1	50	2	3	2	0	1	1	2
ET020040	2	36	2	1	2	5	2	1	1
ET020040	3	10	1	5	1	2	2	1	2
ET020040	4	7	1	5	1	0	2	2	2
ET020041	1	30	1	1	2	12	2	2	1
ET020041	2	26	2	1	2	0	2	1	1
ET020041	3	24	2	4	2	0	2	2	2
ET020041	4	10	2	4	1	0	2	1	2
ET020042	1	32	1	1	2	4	2	2	1
ET020042	2	27	2	1	2	2	2	1	1
ET020042	3	11	2	4	1	0	2	1	2
ET020042	4	10	1	5	1	3	2	2	2
ET020042	5	7	1	5	1	0	2	2	2
ET020043	1	50	1	3	2	0	2	2	1
ET020043	2	20	2	1	2	0	2	1	1
ET020043	3	17	1	4	2	5	2	2	1
ET020044	1	22	2	4	1	9	2	2	2
ET020044	2	19	2	1	2	1	2	1	1
ET020044	15	3	2	12	 	 	2	 	 
ET020045	1	23	1	1	2	8	2	2	1
ET020045	2	18	2	1	2	5	2	1	2
ET020046	1	45	1	1	2	4	2	2	1
ET020046	2	34	2	1	2	10	2	1	1
ET020046	3	16	2	7	2	0	1	1	2
ET020046	15	3	2	5	 	 	2	 	 
ET020047	1	30	1	1	2	4	2	1	1
ET020047	2	26	2	1	2	7	2	1	1
ET020047	3	10	2	7	1	2	2	1	2
ET020047	4	9	2	4	1	3	2	1	2
ET020047	15	4	1	5	 	 	2	 	 
ET020048	1	35	1	1	2	12	2	2	1
ET020048	2	33	2	1	2	14	2	1	1
ET020048	3	14	2	7	2	2	2	1	2
ET020048	4	6	1	5	1	0	2	2	2
ET020049	1	47	1	1	2	6	2	2	1
ET020049	2	25	2	1	2	3	2	2	2
ET020049	3	6	2	5	2	0	2	2	2
ET020049	15	3	2	5	 	 	2	 	 
ET020050	1	25	1	1	1	1	2	1	2
ET020050	2	20	2	1	2	0	2	1	2
ET020051	1	25	1	1	2	9	2	2	2
ET020051	2	22	2	1	2	4	2	1	2
ET020051	3	24	2	4	2	4	2	2	2
ET020052	1	67	1	3	2	0	2	2	1
ET020052	2	60	2	3	2	0	2	1	2
ET020052	3	18	2	1	2	0	2	1	2
ET020052	4	17	2	6	1	6	2	2	2
ET020052	5	14	1	6	1	5	2	2	2
ET020053	1	38	1	1	1	3	2	2	1
ET020053	2	30	2	1	2	12	2	1	1
ET020053	3	18	2	4	2	10	2	1	2
ET020053	4	6	1	5	1	0	2	2	2
ET020054	1	22	1	1	2	5	2	2	1
ET020054	2	19	2	1	2	3	2	1	2
ET020055	1	49	1	1	2	6	2	2	1
ET020055	2	35	2	1	2	5	2	1	1
ET020055	3	15	1	5	1	6	2	2	2
ET020055	4	9	1	5	1	2	2	2	2
ET020055	5	14	2	7	2	0	2	1	2
ET020056	1	26	1	1	2	8	2	2	1
ET020056	2	20	2	1	2	5	2	1	2
ET020057	1	20	1	1	2	4	2	2	1
ET020057	2	20	2	1	2	6	2	1	2
ET020058	1	30	1	1	1	8	2	2	1
ET020058	2	25	2	1	2	8	2	1	2
ET020058	3	5	2	5	1	0	2	2	2
ET020059	1	25	1	1	2	8	2	2	1
ET020059	2	23	2	1	2	8	2	1	2
ET020060	1	36	1	1	2	9	2	2	1
ET020060	2	28	2	1	2	7	2	1	2
ET020060	3	13	1	5	1	5	2	2	2
ET020060	4	12	2	13	1	1	2	1	2
ET020060	5	6	1	5	1	0	1	2	2
ET020061	1	34	1	1	2	7	2	2	1
ET020061	2	25	2	1	2	12	2	1	2
ET020061	3	8	2	13	1	0	2	2	2
ET020062	1	35	1	1	2	5	2	1	1
ET020062	2	32	2	1	2	3	2	1	2
ET020062	3	10	2	5	1	4	2	1	2
ET020062	4	8	2	5	1	3	2	2	2
ET020062	15	4	2	5	 	 	2	 	 
ET020063	1	40	1	1	2	0	2	2	2
ET020063	2	23	2	1	2	0	2	1	2
ET020064	1	77	2	3	2	0	1	2	2
ET020064	2	26	2	1	2	0	2	1	2
ET020064	3	17	2	4	1	9	2	1	2
ET020065	1	60	2	3	2	0	2	1	2
ET020065	2	30	2	1	2	4	2	1	1
ET020065	3	10	1	5	1	3	2	2	2
ET020066	1	53	1	1	2	3	2	1	2
ET020066	2	38	2	1	2	6	2	1	1
ET020066	3	10	2	5	1	3	2	1	2
ET020066	4	5	2	5	2	0	2	2	2
ET020067	1	67	1	3	2	0	1	1	2
ET020067	2	62	2	3	2	0	1	1	2
ET020067	3	20	2	1	1	6	2	1	2
ET020067	4	20	1	4	1	8	2	1	2
ET020067	5	18	1	4	1	6	2	1	2
ET020068	1	62	1	3	2	0	2	1	2
ET020068	2	52	2	3	2	0	2	1	2
ET020068	3	28	1	4	2	12	2	1	2
ET020068	4	25	1	4	1	8	2	1	2
ET020068	5	22	2	4	1	8	2	1	2
ET020068	6	18	2	1	2	5	2	1	2
ET020068	7	10	2	4	1	0	2	2	2
ET020068	15	4	1	4	 	 	2	 	 
ET020068	16	1	1	4	 	 	2	 	 
ET020069	1	32	1	1	2	5	2	2	2
ET020069	2	30	2	1	2	7	2	1	1
ET020069	3	15	2	7	2	1	2	1	2
ET020069	4	11	1	5	1	5	2	1	2
ET020069	5	9	2	5	1	1	2	1	2
ET020069	6	7	2	5	1	0	2	2	2
ET020070	1	62	1	3	2	2	2	2	2
ET020070	2	54	2	3	2	0	2	1	2
ET020070	3	34	2	1	2	5	2	1	1
ET020070	4	32	2	4	2	5	1	1	2
ET020070	5	29	1	4	2	9	2	2	2
ET020070	6	25	1	4	2	6	2	2	2
ET020070	7	20	2	4	1	5	2	1	2
ET020070	8	18	1	4	1	7	1	1	2
ET020070	9	17	1	4	1	6	2	1	2
ET020070	10	14	1	4	1	6	2	1	2
ET020070	11	11	2	5	1	3	2	1	2
ET020071	1	28	1	1	1	7	2	2	1
ET020071	2	26	2	1	2	3	2	1	1
ET020071	3	13	2	4	1	3	2	1	2
ET020071	4	7	1	5	1	0	2	2	2
ET020071	5	6	2	5	1	0	2	2	2
ET020072	1	32	1	1	2	7	2	1	1
ET020072	2	30	2	1	2	9	2	1	1
ET020072	3	16	2	7	2	0	2	1	2
ET020073	1	23	1	1	2	7	2	2	1
ET020073	2	20	2	1	2	6	2	1	2
ET020074	1	27	2	1	2	2	2	1	1
ET020075	1	45	1	1	2	3	2	2	2
ET020075	2	28	2	1	2	7	2	1	2
ET020075	3	10	1	5	1	0	2	1	2
ET020075	4	7	2	5	1	0	2	2	2
ET020075	5	50	2	3	2	0	2	2	2
ET020075	15	4	1	5	 	 	2	 	 
ET020076	1	22	2	1	2	0	2	1	1
ET020076	2	13	1	4	1	2	2	2	2
ET020076	3	11	1	4	1	2	2	2	2
ET020076	4	9	1	4	1	1	2	2	2
ET020077	1	22	2	1	2	8	2	1	1
ET020078	1	34	2	1	2	8	2	1	1
ET020078	2	18	2	5	1	8	2	1	2
ET020078	3	17	2	5	1	7	2	1	2
ET020078	4	15	2	5	1	7	2	1	2
ET020078	5	8	1	5	1	3	2	2	2
ET020078	6	6	2	5	1	1	2	2	2
ET020079	1	38	1	1	2	6	2	1	1
ET020079	2	29	2	1	2	3	2	1	2
ET020079	3	15	1	5	1	7	2	1	2
ET020079	4	11	2	5	1	4	2	2	2
ET020080	1	57	2	3	2	0	2	1	2
ET020080	2	27	2	1	2	8	2	1	1
ET020080	15	4	2	13	 	 	2	 	 
ET020081	1	37	1	1	2	6	2	1	1
ET020081	2	35	2	1	2	5	2	1	1
ET020081	3	17	2	5	1	6	2	1	2
ET020081	4	11	2	5	1	2	2	1	2
ET020081	5	10	2	5	1	2	2	1	2
ET020081	6	6	2	5	2	0	2	2	2
ET020082	1	30	1	1	2	10	2	2	1
ET020082	2	25	2	1	2	8	2	1	2
ET020083	1	35	1	1	2	6	2	2	1
ET020083	2	29	2	1	2	3	2	1	2
ET020083	3	14	1	5	1	3	2	1	2
ET020083	4	5	1	5	2	0	2	2	2
ET020084	1	38	1	1	1	13	2	2	1
ET020084	2	26	2	1	2	12	2	1	2
ET020084	3	7	2	5	1	0	2	2	2
ET020085	1	38	2	1	2	6	2	1	2
ET020085	2	35	1	1	2	12	2	2	1
ET020085	3	16	2	7	2	0	2	1	2
ET020085	4	8	1	5	2	0	1	2	2
ET020086	1	40	2	3	2	5	2	2	1
ET020086	2	19	2	4	2	8	2	1	2
ET020086	3	18	2	4	2	7	2	2	2
ET020086	4	10	1	4	1	4	2	2	2
ET020086	5	8	1	4	1	1	1	2	2
ET020087	1	30	2	13	2	7	2	1	2
ET020087	2	28	1	4	2	7	2	2	1
ET020087	3	18	2	1	2	0	2	1	2
ET020087	4	5	2	6	1	0	2	2	2
ET020087	15	3	2	6	 	 	2	 	 
ET020088	1	29	1	1	2	6	2	2	2
ET020088	2	23	2	1	2	7	2	1	1
ET020088	3	7	2	5	1	1	2	2	2
ET020089	1	35	1	1	1	9	2	2	2
ET020089	2	33	2	1	2	7	2	1	1
ET020089	3	7	1	5	1	0	2	2	2
ET020089	4	5	1	5	2	0	2	2	2
ET020089	15	2	1	5	 	 	2	 	 
ET020090	1	38	1	1	2	0	2	2	1
ET020090	2	34	2	1	2	0	2	1	2
ET020090	3	7	2	5	1	0	2	2	2
ET020091	1	35	1	1	2	14	2	2	1
ET020091	2	27	2	1	2	8	2	1	2
ET020091	3	10	2	5	1	1	2	1	2
ET020091	4	8	1	5	1	0	2	2	2
ET020092	1	40	1	1	2	8	2	2	1
ET020092	2	28	2	1	2	6	2	1	2
ET020092	3	20	2	4	1	0	2	1	2
ET020092	15	4	1	5	 	 	2	 	 
ET020093	1	40	2	4	2	0	2	2	1
ET020093	2	21	2	1	2	8	2	1	2
ET020093	3	23	1	6	2	12	2	2	2
ET020094	1	40	1	1	2	10	2	2	1
ET020094	2	40	2	1	2	5	2	1	1
ET020094	3	20	2	5	1	7	2	1	2
ET020094	4	17	1	5	1	9	2	2	2
ET020094	5	9	1	5	1	4	2	2	2
ET020094	6	7	2	5	1	1	2	2	2
ET020094	7	5	2	5	1	0	2	2	2
ET020094	8	7	2	4	1	0	2	2	2
ET020095	1	60	1	1	2	14	2	1	1
ET020095	2	35	2	1	2	0	2	1	1
ET020095	3	18	2	5	1	7	2	2	2
ET020095	4	8	1	5	1	0	2	2	2
ET020095	15	4	1	5	 	 	2	 	 
ET020096	1	35	1	1	2	9	2	2	1
ET020096	2	32	2	1	2	2	2	1	2
ET020096	3	8	2	6	1	0	2	2	2
ET020097	1	40	1	1	2	5	1	2	2
ET020097	2	35	2	1	2	4	2	1	2
ET020097	3	16	1	5	1	9	2	1	2
ET020097	4	14	2	5	1	7	2	2	2
ET020097	5	11	2	5	1	5	2	1	2
ET020097	6	7	1	5	1	1	2	2	2
ET020097	7	6	2	5	2	0	2	2	2
ET020097	15	3	2	5	 	 	2	 	 
ET020098	1	50	1	13	2	8	1	2	2
ET020098	2	48	1	1	2	4	2	2	1
ET020098	3	40	2	1	2	3	2	1	1
ET020098	4	18	2	5	1	2	2	1	2
ET020098	5	16	1	5	1	2	2	2	2
ET020098	6	14	2	13	1	2	2	1	2
ET020098	7	14	2	5	1	2	2	1	2
ET020098	8	11	2	5	1	2	2	2	2
ET020098	9	9	2	5	1	2	2	2	2
ET020099	1	50	2	3	2	1	1	1	1
ET020099	2	30	2	4	2	4	2	1	2
ET020099	3	23	2	4	2	3	2	1	2
ET020099	4	20	1	4	2	3	2	2	2
ET020099	5	19	2	1	2	3	2	1	2
ET020099	6	15	2	4	1	2	2	2	2
ET020099	7	8	2	4	1	1	2	2	2
ET020100	1	55	2	13	2	1	2	1	1
ET020100	2	25	2	1	2	1	2	1	1
ET030001	1	32	1	1	2	10	2	2	1
ET030001	2	28	2	1	2	5	2	1	2
ET030002	1	47	1	1	2	8	2	1	1
ET030002	2	28	2	1	2	7	2	1	2
ET030002	3	12	2	5	1	6	2	1	2
ET030002	4	11	2	5	1	5	2	1	2
ET030002	5	8	1	5	1	4	2	1	2
ET030003	1	65	1	3	2	5	2	2	1
ET030003	2	40	2	3	2	10	2	1	2
ET030003	3	26	1	1	2	12	2	2	2
ET030003	4	24	1	4	2	12	2	2	2
ET030003	5	22	1	4	2	8	2	2	2
ET030003	6	21	1	4	2	12	2	2	2
ET030003	7	21	2	1	2	9	2	1	2
ET030003	8	16	1	4	1	9	2	2	2
ET030003	9	12	1	4	1	5	2	2	2
ET030004	1	70	2	3	2	0	2	2	2
ET030004	2	33	1	1	2	12	2	2	1
ET030004	3	29	2	1	2	5	2	1	2
ET030004	4	10	2	5	1	4	2	1	2
ET030004	5	5	2	5	1	1	2	1	2
ET030005	1	36	1	1	2	11	2	2	1
ET030005	2	34	2	4	2	12	2	1	2
ET030005	3	32	2	1	2	12	2	1	2
ET030005	4	12	1	6	1	5	2	1	2
ET030005	5	9	1	6	1	2	2	1	2
ET030005	6	9	2	6	1	3	2	1	2
ET030006	1	35	1	1	1	10	2	2	1
ET030006	2	25	2	1	2	12	2	1	2
ET030006	3	18	1	4	1	8	2	1	2
ET030006	4	8	1	5	1	2	2	1	2
ET030007	1	35	1	4	2	10	2	2	1
ET030007	2	33	1	1	2	4	2	2	1
ET030007	3	29	2	13	2	0	2	1	2
ET030007	4	21	1	4	2	0	2	2	2
ET030007	5	26	2	1	2	0	2	1	2
ET030007	6	14	2	6	1	8	2	2	2
ET030007	7	10	1	6	1	2	2	2	2
ET030007	8	19	1	4	2	0	2	2	2
ET030007	15	4	2	4	 	 	2	 	 
ET030008	1	35	1	1	2	11	2	1	1
ET030008	2	30	1	4	2	12	2	2	2
ET030008	3	22	2	1	2	7	2	1	2
ET030008	15	0	1	5	 	 	2	 	 
ET030009	1	55	2	4	2	0	2	2	1
ET030009	2	31	2	1	2	6	2	1	1
ET030009	3	28	1	6	2	12	2	2	2
ET030009	4	29	1	6	2	12	2	2	2
ET030010	1	40	1	1	2	8	2	2	1
ET030010	2	28	2	1	2	4	2	1	2
ET030010	3	7	2	5	1	1	2	1	2
ET030011	1	37	2	3	2	0	2	1	1
ET030011	2	20	2	1	2	6	2	1	2
ET030011	3	14	2	4	1	4	2	2	2
ET030011	4	9	2	4	1	1	2	2	2
ET030011	5	6	2	4	1	0	2	2	2
ET030012	1	59	1	3	2	5	2	2	1
ET030012	2	38	2	3	2	0	2	1	1
ET030012	3	22	2	1	2	12	2	1	2
ET030012	4	12	2	4	1	6	2	1	2
ET030013	1	40	1	1	2	14	2	2	1
ET030013	2	26	2	1	2	13	2	1	2
ET030013	3	22	2	6	2	12	2	1	2
ET030013	4	15	1	4	1	9	2	1	2
ET030013	5	5	1	5	1	0	2	2	2
ET030014	1	40	1	1	2	8	2	2	1
ET030014	2	30	2	1	2	6	2	1	2
ET030014	3	35	1	4	1	8	2	2	2
ET030014	4	13	1	5	1	3	2	1	2
ET030014	15	3	2	5	 	 	2	 	 
ET030015	1	65	1	3	2	2	2	2	2
ET030015	2	40	2	3	2	0	2	1	2
ET030015	3	17	2	1	2	5	2	1	1
ET030015	4	13	2	4	1	5	2	2	2
ET030015	5	9	1	4	1	4	2	2	2
ET030015	6	6	1	4	1	0	2	2	2
ET030016	1	40	1	1	2	12	2	2	1
ET030016	2	18	2	1	2	3	2	1	2
ET030017	1	21	2	1	2	1	2	1	1
ET030018	1	28	1	1	2	5	2	2	1
ET030018	2	23	2	1	2	0	2	1	2
ET030018	3	6	1	5	1	0	2	2	2
ET030019	1	37	1	1	1	9	2	2	1
ET030019	2	27	2	1	2	12	2	1	1
ET030019	3	6	1	5	1	0	2	2	2
ET030019	4	12	2	6	1	7	2	1	2
ET030020	1	30	1	1	2	3	2	2	1
ET030020	2	21	1	13	2	6	2	2	2
ET030020	3	19	2	1	2	5	2	1	2
ET030020	4	18	2	13	1	8	2	2	2
ET030021	1	18	2	1	2	0	2	1	1
ET030022	1	45	2	4	2	0	2	2	2
ET030022	2	45	2	3	2	0	2	1	1
ET030022	3	26	1	4	2	12	2	2	1
ET030022	4	30	1	4	2	12	2	2	2
ET030022	5	20	2	4	1	8	2	2	2
ET030022	6	24	2	4	2	7	2	2	2
ET030022	7	35	1	4	2	12	2	2	2
ET030022	8	25	2	4	2	8	2	2	2
ET030022	9	7	2	6	1	0	1	2	2
ET030022	10	22	1	4	2	6	2	2	1
ET030022	11	22	2	1	2	6	2	1	1
ET030023	1	37	1	1	2	11	2	2	1
ET030023	2	30	2	1	2	3	2	1	2
ET030023	3	22	1	4	2	4	2	2	2
ET030023	4	18	2	4	1	4	2	1	2
ET030024	1	40	1	1	1	15	2	2	1
ET030024	2	29	2	1	2	12	2	1	2
ET030024	3	5	2	5	2	0	2	2	2
ET030025	1	45	1	1	2	10	2	2	1
ET030025	2	34	2	1	2	10	2	1	2
ET030025	3	7	2	5	1	2	2	2	2
ET030025	15	3	1	5	 	 	2	 	 
ET030026	1	54	1	3	2	3	2	2	2
ET030026	2	42	1	1	2	10	2	2	1
ET030026	3	28	2	1	2	9	2	1	2
ET030026	4	23	1	4	2	9	2	2	2
ET030026	5	6	2	4	2	0	2	2	2
ET030027	1	45	1	1	2	0	2	2	1
ET030027	2	30	2	1	2	4	2	1	2
ET030027	3	6	1	5	2	0	2	2	2
ET030028	1	43	1	1	2	16	2	2	1
ET030028	2	30	2	1	2	12	2	1	2
ET030028	3	21	1	6	2	10	2	2	2
ET030028	4	35	2	7	2	0	2	2	2
ET030028	15	3	1	5	 	 	2	 	 
ET030029	1	43	1	1	2	12	2	 	1
ET030029	2	42	2	1	2	8	2	 	1
ET030029	3	12	1	5	1	7	2	 	 
ET030029	4	10	1	5	1	5	2	 	 
ET030029	5	7	1	5	1	2	2	 	 
ET030029	6	27	2	7	1	5	2	1	 
ET030029	15	4	1	5	 	 	2	 	 
ET030030	1	17	2	1	1	2	2	1	1
ET030030	2	16	2	13	1	2	2	1	2
ET030031	1	35	1	1	1	13	2	2	1
ET030031	2	23	2	1	2	12	2	1	2
ET030031	3	18	2	7	1	2	2	1	2
ET030032	1	40	1	1	2	12	2	2	1
ET030032	2	25	2	1	2	0	2	1	2
ET030032	3	10	1	5	1	4	2	2	2
ET030033	1	23	1	1	2	9	2	 	1
ET030033	2	19	2	1	2	7	2	1	 
ET030034	1	65	1	3	2	0	2	1	2
ET030034	2	50	2	3	2	0	2	1	1
ET030034	3	35	2	4	2	3	1	2	2
ET030034	4	32	2	4	2	9	2	2	2
ET030034	5	27	1	4	2	9	2	2	1
ET030034	6	18	1	4	1	7	2	2	2
ET030034	7	15	2	4	1	9	2	2	2
ET030034	8	39	2	6	2	0	2	2	1
ET030034	9	8	2	4	2	1	2	2	2
ET030035	1	60	2	3	2	0	2	2	1
ET030035	2	11	1	5	1	3	2	2	2
ET030035	3	8	2	5	1	1	2	2	2
ET030035	4	6	2	5	 	0	2	2	2
ET030036	1	42	1	1	2	5	2	1	1
ET030036	2	30	2	1	2	0	2	1	2
ET030036	3	13	1	5	1	6	2	2	2
ET030036	4	11	2	5	1	4	2	2	2
ET030036	5	7	1	5	2	0	2	2	2
ET030036	15	4	2	5	 	 	2	 	 
ET030037	1	34	1	1	2	12	2	2	1
ET030037	2	20	2	1	2	10	2	1	2
ET030037	3	16	2	7	2	0	2	1	2
ET030037	4	19	2	6	1	13	2	2	2
ET030038	1	40	1	1	2	12	2	2	1
ET030038	2	35	2	1	2	8	2	1	2
ET030038	3	8	2	5	1	2	2	2	2
ET030038	4	5	2	5	2	0	2	2	2
ET030038	5	18	2	7	2	0	2	1	2
ET030039	1	29	1	1	2	13	2	1	1
ET030039	2	20	2	1	2	9	2	1	2
ET030040	1	32	1	1	2	12	2	1	1
ET030040	2	28	2	1	2	12	2	1	1
ET030040	3	14	1	5	2	10	2	2	2
ET030041	1	38	1	1	2	8	2	1	1
ET030041	2	30	2	1	2	6	2	1	2
ET030041	3	25	1	4	2	8	2	2	2
ET030041	4	17	1	4	2	5	2	2	2
ET030041	5	14	1	5	1	5	2	2	2
ET030041	6	13	1	5	1	5	2	2	2
ET030041	7	8	2	5	1	2	2	2	2
ET030041	8	6	1	5	1	2	2	2	2
ET030041	15	3	1	5	 	 	2	 	 
ET030042	1	38	1	1	2	12	2	2	1
ET030042	2	38	1	4	2	12	2	1	2
ET030042	3	18	2	1	2	8	2	1	2
ET030043	1	40	1	2	2	11	2	1	1
ET030043	2	36	2	3	2	11	2	1	1
ET030043	3	21	2	1	2	8	2	1	1
ET030043	4	20	1	4	1	10	2	2	1
ET030043	5	15	1	4	1	8	2	2	1
ET030043	6	11	2	5	1	5	2	2	2
ET030043	7	8	1	5	1	2	2	2	2
ET030043	15	3	2	5	 	 	2	 	 
ET030044	1	50	1	3	2	0	2	2	2
ET030044	2	32	1	1	2	10	2	1	1
ET030044	3	24	2	1	2	0	2	1	2
ET030045	1	30	2	1	2	8	2	1	1
ET030046	1	22	1	1	2	9	2	1	1
ET030046	2	19	2	1	2	3	2	1	2
ET030047	1	37	1	1	2	12	1	1	1
ET030047	2	30	2	1	2	9	2	1	1
ET030047	3	11	2	5	1	4	2	2	2
ET030047	4	8	2	5	1	2	2	2	2
ET030048	1	42	1	1	2	15	2	2	2
ET030048	2	36	2	1	2	12	2	1	1
ET030048	3	15	2	7	1	2	2	1	2
ET030048	4	14	1	5	1	5	2	2	2
ET030048	5	6	1	5	1	0	2	2	2
ET030049	1	32	1	1	2	10	2	1	1
ET030049	2	27	2	1	2	3	2	1	1
ET030049	3	18	1	4	1	8	2	2	2
ET030049	15	4	1	5	 	 	2	 	 
ET030050	1	26	2	1	2	2	2	1	1
ET030051	1	40	1	1	2	10	2	1	1
ET030051	2	38	2	1	1	6	2	1	2
ET030051	3	19	1	5	1	12	2	2	2
ET030051	4	18	2	5	1	12	2	1	2
ET030051	5	14	2	5	1	8	2	1	2
ET030051	6	10	1	5	1	4	2	2	2
ET030052	1	45	2	1	2	5	2	1	1
ET030052	2	19	1	5	2	4	2	2	2
ET030052	3	16	2	5	2	0	1	2	2
ET030052	4	14	2	5	1	6	2	1	2
ET030052	5	12	2	5	1	3	2	2	2
ET030053	1	25	1	1	2	6	2	1	1
ET030053	2	22	2	1	2	12	2	1	1
ET030053	3	14	2	7	2	0	2	1	2
ET030054	1	38	1	1	2	12	2	1	1
ET030054	2	35	2	1	2	6	2	1	1
