CHILDCODE	MEMIDR4	AGER3	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	LIVHSER4	YRDIEDR4	CHCSTER3	CHCSTER4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPATDR4	MEMCNSR4
81016	31	 	30	 	1	 	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81016	32	 	35	 	2	 	28	 	1	 	 	24	3	5	0	29	98	0	 	 	 	 	 	 	 	 	 	N
81016	33	 	19	 	2	 	14	 	1	 	 	24	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
81016	34	 	1	 	1	 	27	 	1	 	 	24	5	0	0	0	98	 	 	 	 	 	 	 	 	 	 	N
81017	0	14	18	 	2	0	0	0	1	 	21	21	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81017	1	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81017	2	39	43	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81017	3	23	27	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81017	4	 	50	 	1	 	26	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81017	5	 	47	 	2	 	26	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81017	6	 	28	 	1	 	25	 	1	 	 	21	1	1	0	5	4	0	 	 	 	 	 	 	 	 	 	N
81017	7	 	13	 	2	 	28	 	1	 	 	21	7	0	0	5	4	 	 	 	 	1	4	0	20	10	 	N
81017	8	 	1	 	1	 	27	 	1	 	 	21	3	0	0	0	6	 	 	 	 	 	 	 	 	 	 	N
81018	0	15	19	 	1	1	0	1	1	 	22	22	3	0	0	3	2	1	14	1	0	 	 	 	 	 	 	N
81018	1	57	61	 	2	5	5	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	2	52	56	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81018	3	42	46	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81019	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
81019	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81019	2	35	39	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81019	3	 	52	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81019	4	 	47	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81019	5	 	23	 	1	 	25	 	1	 	 	23	3	1	0	4	3	1	10	0	0	 	 	 	 	 	 	N
81020	0	16	20	 	2	0	0	0	1	 	24	24	4	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81020	1	67	71	 	1	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	2	62	66	 	2	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	3	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	4	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	29	8	12	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81020	30	 	60	 	1	 	26	 	1	 	 	24	1	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81020	31	 	52	 	2	 	26	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81020	32	 	26	 	1	 	25	 	1	 	 	24	3	1	0	31	30	1	10	0	0	 	 	 	 	 	 	N
81021	0	15	19	 	2	0	0	1	1	 	24	24	3	0	0	2	1	1	14	1	1	 	 	 	 	 	 	N
81021	1	47	51	 	1	1	1	 	1	 	 	24	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81021	2	40	44	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81021	3	19	23	 	2	7	7	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81021	28	11	15	 	1	7	7	 	1	 	 	24	3	0	0	2	1	 	 	 	 	1	9	1	 	 	3	N
81021	29	 	3	 	2	 	19	 	1	 	 	24	5	0	0	98	98	 	 	 	 	 	 	 	 	 	 	N
81021	30	 	0	4	2	 	19	 	1	 	 	24	5	0	0	98	98	 	 	 	 	 	 	 	 	 	 	N
81022	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
81022	1	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81022	2	40	44	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81022	3	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	0	15	19	 	2	0	0	1	1	 	24	24	4	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
81023	1	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	2	41	45	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	4	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	5	 	50	 	2	 	13	 	1	 	 	24	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	N
81023	6	 	30	 	1	 	16	 	1	 	 	24	3	1	0	5	98	1	15	0	0	 	 	 	 	 	 	N
81023	7	 	26	 	2	 	14	 	1	 	 	24	4	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81023	8	 	25	 	1	 	25	 	1	 	 	24	3	1	0	5	98	1	5	0	0	 	 	 	 	 	 	N
81023	9	 	2	 	1	 	19	 	1	 	 	24	5	0	0	7	6	 	 	 	 	 	 	 	 	 	 	N
81023	10	 	22	 	1	 	28	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	11	 	20	 	2	 	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81023	12	 	1	 	1	 	19	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81025	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81025	1	45	49	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81025	2	41	45	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81025	3	13	17	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81025	4	14	18	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81025	5	 	53	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81025	6	 	49	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81025	7	 	25	 	1	 	25	 	1	 	 	23	3	1	0	6	5	1	4	0	0	 	 	 	 	 	 	N
81025	8	 	9	 	2	 	28	 	1	 	 	23	3	0	0	6	5	 	 	 	 	1	4	1	 	 	3	N
81025	9	 	0	11	1	 	27	 	1	 	 	23	5	0	1	0	7	 	 	 	 	 	 	 	 	 	 	N
81027	0	15	19	 	1	0	0	1	2	 	24	24	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
81027	1	52	56	 	1	1	1	 	1	 	 	24	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81027	2	42	46	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81027	3	21	25	 	1	7	7	 	1	 	 	24	3	1	0	2	1	1	12	0	0	 	 	 	 	 	 	N
81027	4	 	21	 	2	 	16	 	1	 	 	24	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
81028	0	15	19	 	2	0	0	0	1	 	23	23	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
81028	1	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81028	2	42	46	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81028	3	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81028	4	16	20	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81028	5	 	26	 	1	 	25	 	1	 	 	23	1	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81029	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
81029	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81029	2	29	33	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81029	3	16	20	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81029	4	 	78	 	1	 	26	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81029	5	 	65	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81029	6	 	34	 	1	 	25	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	0	15	19	 	2	0	0	1	1	 	21	21	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81030	1	45	49	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	2	40	44	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	3	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	4	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	5	73	77	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81030	6	 	28	 	1	 	25	 	1	 	 	21	1	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
81031	0	15	19	 	2	0	0	0	1	 	23	23	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81031	1	52	56	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81031	2	47	51	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81031	3	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81031	4	 	56	 	1	 	26	 	1	 	 	23	6	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81031	5	 	50	 	2	 	26	 	1	 	 	23	6	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
81031	6	 	30	 	1	 	25	 	1	 	 	23	1	1	0	5	4	1	15	0	0	 	 	 	 	 	 	N
81031	7	 	0	11	1	 	27	 	1	 	 	23	3	0	0	0	6	 	 	 	 	 	 	 	 	 	 	N
81032	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
81032	1	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81032	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81032	3	18	22	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	8	0	0	 	 	 	 	 	 	N
81032	4	14	18	 	2	7	7	 	1	 	 	23	3	0	0	2	1	1	10	1	1	 	 	 	 	 	 	N
81033	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	14	1	0	 	 	 	 	 	 	N
81033	1	44	48	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81033	2	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81033	28	10	14	 	2	7	7	 	1	 	 	23	3	0	0	2	0	 	 	 	 	1	8	1	 	 	3	N
81033	29	4	8	 	1	7	7	 	1	 	 	23	3	0	0	2	0	 	 	 	 	1	1	1	 	 	3	N
81034	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	3	2	1	7	0	0	 	 	 	 	 	 	N
81034	1	77	81	 	2	6	6	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81034	2	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
81034	3	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81034	4	16	20	 	2	7	7	 	1	 	 	23	3	0	0	3	2	1	15	1	1	 	 	 	 	 	 	N
81034	5	15	19	 	1	7	7	 	1	 	 	23	3	0	0	3	2	1	10	1	0	 	 	 	 	 	 	N
81035	0	14	18	 	1	0	0	1	2	 	23	21	3	0	0	2	98	1	14	1	1	 	 	 	 	 	 	N
81035	1	57	61	 	2	5	5	 	1	 	 	21	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81035	2	42	46	 	2	1	1	 	1	 	 	21	1	3	0	1	98	0	 	 	 	 	 	 	 	 	 	N
81035	3	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81035	4	12	16	 	2	7	7	 	1	 	 	21	3	0	0	2	98	 	 	 	 	1	6	0	5	12	 	N
81035	5	23	27	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81035	6	4	8	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81036	0	14	18	 	2	0	0	0	2	 	21	21	3	0	0	98	3	1	12	1	1	 	 	 	 	 	 	N
81036	1	62	66	 	1	6	6	 	1	 	 	21	6	1	0	98	3	1	7	0	0	 	 	 	 	 	 	N
81036	2	52	56	 	2	6	6	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81036	3	37	41	 	1	1	1	 	1	 	 	21	1	3	0	2	1	1	5	0	0	 	 	 	 	 	 	N
81036	4	32	36	 	2	1	1	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	5	29	33	 	1	13	13	 	1	 	 	21	7	1	0	2	1	1	7	0	0	 	 	 	 	 	 	N
81036	6	 	30	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81036	7	 	28	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81036	8	 	27	 	1	13	13	 	1	 	 	21	7	0	0	2	1	1	14	0	0	 	 	 	 	 	 	N
81036	9	 	25	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81036	10	13	17	 	1	7	7	 	1	 	 	21	3	0	0	98	3	 	 	 	 	1	7	0	8	15	 	N
81036	28	8	12	 	1	7	7	 	1	 	 	21	3	0	0	98	3	 	 	 	 	1	3	1	 	 	8	N
81036	29	 	25	 	2	 	13	 	1	 	 	21	7	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81036	30	 	10	 	1	 	19	 	1	 	 	21	7	0	0	29	5	 	 	 	 	1	1	1	 	 	8	N
81036	31	 	4	 	2	 	19	 	1	 	 	21	7	0	0	29	5	 	 	 	 	 	 	 	 	 	 	N
81037	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	12	1	0	 	 	 	 	 	 	N
81037	1	62	66	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	2	33	37	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	3	31	35	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	4	14	18	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	28	10	14	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	29	 	55	 	1	 	26	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81037	30	 	50	 	2	 	26	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81037	31	 	24	 	1	 	25	 	1	 	 	23	3	1	0	30	98	1	15	0	0	 	 	 	 	 	 	N
81037	32	 	19	 	1	 	28	 	1	 	 	23	3	0	0	30	98	1	12	1	1	 	 	 	 	 	 	N
81037	33	 	1	 	1	 	27	 	1	 	 	23	5	0	0	0	31	 	 	 	 	 	 	 	 	 	 	N
81038	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	5	4	1	12	1	1	 	 	 	 	 	 	N
81038	1	72	76	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81038	2	47	51	 	1	13	13	 	1	 	 	23	1	1	0	1	98	0	 	 	 	 	 	 	 	 	 	N
81038	3	42	46	 	2	13	13	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81038	4	37	41	 	1	1	1	 	1	 	 	23	11	1	0	1	98	0	 	 	 	 	 	 	 	 	 	N
81038	5	33	37	 	2	1	1	 	1	 	 	23	79	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81038	6	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	7	20	24	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	8	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	9	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81038	10	15	19	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	3	2	1	10	0	0	 	 	 	 	 	 	N
81039	1	67	71	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81039	2	47	51	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	6	0	0	 	 	 	 	 	 	N
81039	3	42	46	 	2	1	1	 	1	 	 	23	2	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
81039	4	23	27	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81039	5	20	24	 	1	7	7	 	1	 	 	23	3	1	0	3	2	1	10	0	0	 	 	 	 	 	 	N
81039	6	 	21	 	2	 	16	 	1	 	 	23	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
81039	7	 	1	 	2	 	15	 	1	 	 	23	5	0	0	6	5	 	 	 	 	 	 	 	 	 	 	N
81040	0	15	19	 	1	0	0	0	2	 	24	24	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	N
81040	1	75	79	 	2	6	6	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81040	2	43	47	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
81040	3	37	41	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	3	0	0	 	 	 	 	 	 	N
81040	4	13	17	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81040	5	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81041	0	14	18	 	1	0	0	1	1	 	24	24	3	0	0	3	1	1	12	1	1	 	 	 	 	 	 	N
81041	1	51	55	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81041	2	47	51	 	2	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81041	3	32	36	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
81041	28	9	13	 	1	7	7	 	1	 	 	24	3	0	0	3	1	 	 	 	 	1	7	1	 	 	1	N
81042	0	15	19	 	2	0	0	0	1	 	21	21	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
81042	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	2	37	41	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	3	19	23	 	2	7	7	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	28	10	14	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	29	67	71	 	2	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81042	30	 	26	 	1	 	25	 	1	 	 	21	1	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81042	31	 	2	 	1	 	27	 	1	 	 	21	3	0	0	0	31	 	 	 	 	 	 	 	 	 	 	N
81043	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
81043	1	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81043	2	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81043	3	21	25	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	4	14	18	 	2	7	7	 	1	 	 	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
81044	0	14	18	 	2	0	0	0	1	 	24	24	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
81044	1	39	43	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
81044	2	35	39	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81044	3	17	21	 	2	7	7	 	1	 	 	24	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
81044	4	13	17	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81045	0	15	19	 	2	0	0	0	1	 	24	24	2	0	0	98	98	1	10	0	0	 	 	 	 	 	 	N
81045	1	41	45	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81045	2	88	92	 	2	1	1	 	3	2003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81045	3	16	20	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81045	4	32	36	 	2	2	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81045	5	 	29	 	1	 	25	 	1	 	 	24	2	1	0	98	98	1	16	0	0	 	 	 	 	 	 	N
81045	6	 	2	 	2	 	27	 	1	 	 	24	3	0	0	0	5	 	 	 	 	 	 	 	 	 	 	N
81045	7	 	0	8	1	 	27	 	1	 	 	24	3	0	0	0	5	 	 	 	 	 	 	 	 	 	 	N
81046	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	98	1	12	1	1	 	 	 	 	 	 	N
81046	1	52	56	 	1	1	1	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81046	2	47	51	 	2	1	1	 	1	 	 	21	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81047	0	14	18	 	2	0	0	0	1	 	23	23	2	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
81047	1	72	76	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81047	2	40	44	 	1	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81047	3	37	41	 	2	1	1	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81047	28	11	15	 	2	7	7	 	1	 	 	23	7	0	0	98	98	 	 	 	 	1	6	0	33	12	 	N
81047	29	 	70	 	2	 	5	 	1	 	 	23	6	3	1	98	98	0	 	 	 	 	 	 	 	 	 	N
81047	30	 	26	 	1	 	25	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81048	0	15	19	 	1	0	0	1	1	 	23	23	3	1	0	3	2	1	5	0	0	 	 	 	 	 	 	N
81048	1	67	71	 	2	5	5	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81048	2	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81048	3	34	38	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
81048	4	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81048	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81048	6	13	17	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81048	7	19	23	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81048	8	 	17	 	2	 	25	 	1	 	 	23	4	1	0	98	98	 	 	 	 	1	5	0	20	10	 	N
81049	0	15	19	 	2	0	0	1	2	 	24	24	3	0	1	2	1	1	14	1	1	 	 	 	 	 	 	N
81049	1	42	46	 	1	1	1	 	1	 	 	24	1	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
81049	2	37	41	 	2	1	1	 	1	 	 	24	2	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
81049	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81049	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81050	0	15	19	 	2	0	0	0	1	 	21	21	3	0	0	2	1	1	13	1	1	 	 	 	 	 	 	N
81050	1	52	56	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
81050	2	42	46	 	2	1	1	 	1	 	 	21	2	1	0	4	98	1	15	0	0	 	 	 	 	 	 	N
