CHILDID	LOANID	GAVCRDR3	TKEOUTR3	AMTCRDR3	LOANMTR3	LNOLSTR3	PYBACKR3	AMTPAYR3	MTLASTR3	YRLASTR3	NOBACKR3	WHORCVR3	loanyrr3
ET090076	3	7	8	2500	5	12	0	2750	4	2000	88	2	1999
ET090076	4	7	14	700	10	12	0	0	88	 	8	2	2001
ET090075	1	7	4	400	11	4	1	0	88	 	3	2	2001
ET090075	2	10	2	400	4	1	1	0	88	 	11	1	2002
ET090075	3	10	2	200	4	2	1	0	88	 	8	2	2002
ET090075	4	8	1	300	10	1	0	300	12	1999	11	1	1999
ET090075	5	8	2	200	2	1	0	200	4	2001	11	1	2001
ET090074	1	6	5	300	10	2	0	300	12	2001	88	1	2001
ET090072	1	10	1	100	1	1	0	100	2	2002	88	1	2002
ET090070	1	7	1	500	8	8	0	550	4	2000	88	2	1999
ET090070	2	7	1	1000	6	10	0	1120	4	2001	88	2	2000
ET090070	3	7	1	600	11	5	1	0	88	 	11	2	2001
ET090070	4	10	6	100	10	1	0	100	11	2001	88	2	2001
ET090069	1	8	16	1000	10	3	0	1000	1	2002	88	1	2001
ET090068	1	9	1	30	11	4	0	35	3	1998	88	1	1997
ET090068	2	9	1	30	11	4	0	35	3	1999	88	3	1998
ET090068	3	9	1	30	11	4	0	35	3	2000	88	1	1999
ET090068	4	9	1	30	11	4	0	35	3	2001	88	3	2000
ET090068	5	9	1	30	11	4	0	35	3	2002	88	1	2001
ET090067	1	6	1	400	5	12	0	440	3	1999	88	2	1998
ET090067	2	6	1	600	8	12	0	660	4	2000	88	2	1999
ET090067	3	6	1	1500	6	12	0	1667.7	12	2001	88	2	2001
ET090067	4	6	1	600	12	12	1	0	88	 	88	2	2001
ET090065	1	7	1	900	11	4	1	-88	88	 	8	3	2001
ET090064	1	4	2	25	12	4	0	35	4	2001	88	1	2000
ET090063	1	8	3	100	12	1	0	100	1	2001	88	1	2000
ET090062	1	7	19	280	3	12	0	301	4	1998	2	2	1997
ET090062	2	7	19	515	3	12	0	569	4	1999	2	2	1998
ET090062	3	7	1	800	7	12	0	880	4	2000	88	2	1999
ET090062	4	7	1	1000	7	12	0	2105	4	2001	88	2	2000
ET090062	5	7	1	700	10	6	1	0	88	 	2	2	2001
ET090060	1	7	1	1500	7	12	0	1755	7	1999	88	3	1998
ET090060	2	7	1	2000	7	12	0	2255.5	7	2000	88	3	1999
ET090060	3	7	1	2500	7	12	0	2813.75	7	2001	88	3	2000
ET090058	1	9	1	170	8	8	0	205	3	2002	88	16	2001
ET090058	2	7	1	800	5	12	0	800	5	1999	88	16	1998
ET090057	1	9	1	50	10	5	0	60	3	2002	88	1	2001
ET090057	2	9	1	50	10	5	0	60	3	2002	88	2	2001
ET090056	1	4	1	100	1	7	1	0	88	 	88	1	2002
ET090056	2	4	1	100	12	7	1	0	88	 	88	1	2001
ET090056	3	4	1	300	10	5	0	400	2	2000	88	1	1999
ET090055	1	7	4	400	6	11	0	440	3	1998	88	2	1997
ET090055	2	7	1	600	8	11	0	660	5	2000	88	2	1999
ET090055	3	7	1	1500	10	11	0	1667	4	2001	88	2	2000
ET090055	4	7	1	600	11	6	1	0	88	 	2	2	2001
ET090055	5	8	10	600	4	7	0	600	11	2001	88	2	2001
ET090054	1	8	7	1500	4	1	0	1500	5	2001	88	2	2001
ET090053	1	7	1	500	5	12	0	555	5	1998	88	1	1997
ET090053	2	7	1	800	7	12	0	665	6	1999	88	1	1998
ET090053	3	7	1	1000	7	12	0	1105	5	2000	88	1	1999
ET090053	4	7	1	1000	6	12	0	1105	3	2001	88	1	2000
ET090052	1	7	7	1000	11	88	1	0	88	 	11	1	2001
ET090052	2	7	1	700	11	12	1	0	88	 	8	2	2001
ET090051	1	7	1	300	8	12	0	331.5	2	1999	88	2	1998
ET090051	2	7	1	400	7	12	0	442	3	2000	88	2	1999
ET090051	3	7	1	1500	11	12	0	1657.5	4	2001	88	2	2000
ET090051	4	7	1	600	11	6	1	0	88	 	8	2	2001
ET090050	1	8	2	200	11	88	0	200	4	2002	88	2	2001
ET090049	1	10	1	150	4	88	1	0	88	 	8	2	2002
ET090049	2	10	6	300	8	5	0	300	1	2002	88	2	2001
ET090049	3	10	1	290	11	5	0	290	4	2001	88	5	2000
ET090049	4	10	7	300	1	12	0	300	1	2001	88	5	2000
ET090049	5	10	1	350	8	8	0	350	4	1999	88	2	1998
ET090049	6	10	1	200	4	5	0	200	9	1998	88	5	1998
ET090048	1	10	7	200	4	0	0	200	4	2001	88	1	2001
ET090048	2	1	1	270	10	6	0	270	4	1999	88	1	1998
ET090048	3	1	1	280	10	6	0	280	4	1998	88	1	1997
ET090048	4	1	1	270	10	60	1	0	88	 	8	1	1999
ET090047	1	7	4	700	11	5	1	0	88	 	8	1	2001
ET090047	2	7	1	2500	7	6	0	2700	7	2001	11	1	2000
ET090047	3	7	1	1000	4	12	0	1050	4	2000	88	1	1999
ET090047	4	7	4	900	4	12	0	940	4	1999	88	1	1998
ET090047	5	7	4	600	7	12	0	630	4	1998	88	1	1997
ET090046	1	2	1	400	10	6	1	0	88	 	8	2	2001
ET090045	1	1	1	400	10	6	0	400	4	2000	88	1	1999
ET090045	2	9	1	750	10	77	1	0	88	 	8	1	2001
ET090045	3	1	1	300	10	6	0	300	4	1999	88	1	1998
ET090044	1	10	2	200	2	1	0	200	3	2002	88	1	2002
ET090044	2	10	7	100	5	1	0	100	6	2000	88	1	2000
ET090043	1	7	1	400	11	12	1	0	88	 	11	2	2001
ET090042	1	9	2	800	10	24	0	800	10	2001	88	2	1999
ET090042	2	4	2	200	3	12	1	0	88	 	11	1	2001
ET090042	3	9	1	700	10	5	1	0	88	 	6	1	2001
ET090039	1	1	1	400	10	12	1	0	88	 	6	1	1998
ET090039	2	6	3	500	1	12	0	500	1	2001	88	1	2000
ET090039	3	8	3	150	2	2	0	150	3	2002	88	1	2002
ET090039	4	8	3	200	2	88	1	200	88	 	8	1	2002
ET090037	1	7	7	500	2	3	0	500	3	2001	88	2	2001
ET090036	1	9	1	340	11	88	0	340	2	2002	88	2	2001
ET090035	1	9	2	100	6	12	0	150	7	2002	88	2	2001
ET090034	1	9	1	25	1	3	0	30	4	2002	88	1	2002
ET090033	1	8	7	250	8	4	1	0	88	 	2	2	2001
ET090033	2	8	1	700	3	1	0	700	5	2001	6	1	2001
ET090031	1	2	12	400	10	6	0	450	4	1998	88	4	1997
ET090031	2	2	19	800	7	9	0	880	4	1999	88	4	1998
ET090031	3	2	14	2000	11	8	0	2210	6	2000	88	4	1999
ET090031	4	2	14	1600	10	7	0	1675	4	2001	88	4	2000
ET090028	1	7	1	1500	6	12	0	1500	6	2001	88	3	2000
ET090028	2	7	1	400	8	12	0	400	8	1999	88	3	1998
ET090028	3	7	1	600	6	12	0	600	6	1998	88	3	1997
ET090027	1	7	1	2500	9	9	1	0	88	 	8	1	2001
ET090027	2	1	1	400	10	8	0	400	6	2000	88	1	1999
ET090027	3	7	1	1500	8	12	0	1500	8	2001	88	2	2000
ET090027	4	7	1	700	11	12	1	0	88	 	8	2	2001
ET090026	1	4	1	350	11	6	1	700	4	2002	88	1	2001
ET090025	1	8	6	200	11	1	0	200	12	2001	88	1	2001
ET090024	1	7	19	280	10	5	0	301	2	1997	88	2	1996
ET090024	2	7	19	545	5	12	0	602.25	5	1998	88	2	1997
ET090024	3	7	19	800	7	11	0	884	5	1999	88	2	1998
ET090024	4	7	19	1000	7	8	0	1125	3	2000	88	2	1999
ET090024	5	7	19	2000	4	11	0	2210	3	2001	88	2	2000
ET090022	1	7	1	2200	6	12	0	2200	6	2001	88	2	2000
ET090022	2	9	1	50	10	12	1	0	88	 	88	1	2001
ET090022	3	7	1	400	5	12	0	400	5	1998	88	2	1997
ET090022	4	7	1	800	6	12	0	800	6	1999	88	2	1998
ET090022	5	7	1	900	6	12	0	900	6	2000	88	2	1999
ET090022	6	7	1	700	10	12	1	900	88	 	88	2	2001
ET090021	1	7	1	600	8	10	1	0	88	 	5	2	2001
ET090020	1	7	1	1000	4	12	0	1120	4	1998	88	2	1997
ET090020	2	7	1	1500	4	12	0	1680	4	1999	88	2	1998
ET090020	3	7	19	2000	4	12	0	2210	4	2000	88	2	1999
ET090020	4	7	1	1500	4	12	0	1680	4	2001	88	2	2000
ET090020	5	7	19	700	11	6	1	0	88	 	8	2	2001
ET090019	1	10	2	100	2	1	0	100	3	2002	88	2	2002
ET090019	2	10	2	100	4	1	0	100	5	2001	88	2	2001
ET090018	1	7	1	2000	11	6	0	2200	4	1998	88	1	1997
ET090018	2	7	14	2500	1	9	1	373	4	1999	2	1	1999
ET090018	3	8	2	300	1	1	0	300	2	2002	88	1	2002
ET090018	4	9	2	400	4	2	0	400	7	2000	6	1	2000
ET090015	1	7	1	1500	8	6	0	1707	12	1998	88	1	1998
ET090015	2	7	1	2000	6	9	0	2276	1	2000	88	1	1999
ET090015	3	7	1	3000	11	12	0	3414	5	2001	88	1	2000
ET090015	4	7	19	780	7	10	0	900	5	2000	88	2	1999
ET090015	5	7	19	1700	8	12	0	1924	8	2001	88	2	2000
ET090015	6	7	19	1700	8	12	1	0	88	 	8	2	2001
ET090013	1	10	12	150	12	5	1	0	88	 	2	7	2001
ET090012	1	2	1	250	11	3	1	0	88	 	2	1	1998
ET090012	2	10	1	1000	1	2	0	1000	3	2001	88	1	2001
ET090012	3	10	2	400	12	4	0	400	3	2000	88	1	1999
ET090012	4	10	2	500	12	4	0	500	3	2001	88	1	2000
ET090011	1	10	7	200	1	77	0	200	1	1998	88	2	1998
ET090010	1	10	2	200	12	2	1	0	88	 	6	1	2001
ET090009	1	2	1	700	10	6	0	730	4	1999	88	5	1998
ET090009	2	6	2	2000	1	2	0	2000	3	2001	88	2	2001
ET090008	1	4	1	200	10	6	1	0	88	 	8	1	2001
ET090008	2	10	7	400	6	0	0	400	6	2001	88	1	2001
ET090008	3	10	1	150	11	5	1	0	88	 	2	1	2001
ET090008	4	8	1	60	11	0	0	60	11	2001	88	5	2001
ET090007	1	9	7	250	1	1	0	250	2	1998	88	1	1998
ET090007	2	7	1	400	11	6	1	0	88	 	11	2	2001
ET090006	1	10	2	200	1	3	0	200	4	2001	88	2	2001
ET090006	2	9	2	100	12	4	0	100	7	2001	11	2	2000
ET090006	3	5	1	500	6	8	0	725	5	1999	11	3	1998
ET090006	4	2	1	280	10	6	0	280	5	2000	11	2	1999
ET090005	1	10	1	1850	10	3	0	1850	1	2000	88	1	1999
ET090005	2	2	1	250	10	6	0	254	4	2000	88	1	1999
ET090005	3	2	1	200	10	6	0	200	4	1999	88	1	1998
ET090005	4	8	1	300	11	8	1	300	88	 	11	1	2001
ET090004	1	7	1	700	10	12	0	700	5	1999	88	2	1998
ET090003	1	10	3	200	4	1	0	200	8	2001	11	1	2001
ET090002	1	7	1	1500	8	12	0	1672	4	2001	88	2	2000
ET090002	2	7	1	600	11	6	1	0	88	 	2	2	2001
ET090002	3	8	19	800	3	0	0	800	3	2002	88	2	2002
ET090002	4	8	19	200	4	2	0	200	6	2001	88	2	2001
ET090002	5	10	10	250	11	0	0	250	11	2001	88	2	2001
ET090001	1	7	1	371	5	12	0	409	5	1998	88	2	1997
ET090001	2	7	1	800	7	12	0	884	7	1999	88	2	1998
ET090001	3	7	1	1000	4	12	0	1105	4	2000	88	2	1999
ET090001	4	7	1	2000	6	12	0	2210	6	2001	88	2	2000
ET090001	5	2	1	450	11	12	1	0	88	 	8	1	2001
ET080100	1	9	6	100	11	0	1	0	88	 	8	2	2001
ET080099	1	9	7	200	1	1	1	0	88	 	6	1	2002
ET080099	2	9	9	400	5	1	0	400	6	2000	88	2	2000
ET080098	1	2	1	1700	7	77	1	0	88	 	88	2	1998
ET080097	1	8	6	200	1	2	0	200	1	2002	88	2	2002
ET080097	2	10	8	200	6	2	0	200	10	1999	12	2	1999
ET080096	1	8	1	200	2	1	0	200	2	2002	88	1	2002
ET080096	2	10	8	400	3	12	0	400	4	2001	88	1	1999
ET080096	3	8	1	100	1	1	1	0	88	 	11	1	2002
ET080095	1	9	7	200	3	1	0	200	3	2001	88	1	2001
ET080095	2	8	7	150	3	4	1	0	88	 	8	1	2002
ET080094	1	9	6	200	10	2	0	200	13	2000	88	2	2000
ET080094	2	9	2	110	8	4	1	0	88	 	11	2	2001
ET080093	1	10	1	175	12	3	1	0	88	 	8	1	2001
ET080093	2	9	6	100	5	2	0	100	7	2001	88	1	2001
ET080092	1	8	6	300	11	1	0	300	12	1999	88	1	1999
ET080092	2	8	1	400	5	4	0	400	8	2000	88	1	2000
ET080092	3	10	1	100	2	4	1	0	88	 	8	1	2002
ET080091	1	9	2	50	12	5	1	0	88	 	8	2	2001
ET080091	2	9	6	150	3	1	0	150	4	2000	88	1	2000
ET080090	1	8	6	300	11	8	0	300	7	2000	88	2	1999
ET080090	2	10	2	200	9	3	0	200	12	2001	88	2	2001
ET080090	3	10	6	190	3	1	1	0	88	 	88	2	2002
ET080090	4	8	17	300	4	2	0	300	10	2000	1	2	1998
ET080089	1	2	1	2500	9	12	1	0	88	 	4	1	1999
ET080088	1	9	2	200	11	2	0	200	1	2001	88	2	2000
ET080088	2	8	1	150	1	2	1	0	88	 	11	2	2002
ET080087	1	10	6	100	7	1	0	100	8	1998	88	1	1998
ET080087	2	9	6	100	5	1	0	100	6	2000	88	1	2000
ET080087	3	10	7	200	3	3	1	100	6	2001	3	2	2001
ET080086	1	10	2	70	10	1	0	70	11	1999	88	2	1999
ET080086	2	10	6	50	12	1	0	50	1	2000	88	2	1999
ET080086	3	10	17	40	9	2	0	40	11	2000	88	2	2000
ET080085	1	10	6	200	11	1	0	200	11	2001	88	1	2001
ET080085	2	9	6	400	1	1	0	400	2	2000	88	1	2000
ET080084	1	7	1	897.75	4	12	1	667.75	10	2001	4	2	1998
ET080084	2	10	2	460	1	2	0	460	3	2002	88	2	2002
ET080084	3	9	7	300	3	1	0	300	3	2002	88	1	2002
ET080084	4	8	7	200	3	1	1	0	88	 	3	1	2002
ET080083	1	10	2	150	11	5	1	0	88	 	8	1	2001
ET080082	1	8	6	100	13	1	0	100	1	2002	88	2	2001
ET080082	2	10	15	150	2	6	0	150	7	2000	11	2	1999
ET080081	1	9	16	300	2	1	0	300	3	1998	88	1	1998
ET080080	1	8	2	50	12	3	0	50	3	2001	88	1	2000
ET080080	2	8	6	100	12	4	1	0	88	 	8	1	2001
ET080079	1	10	7	150	10	1	0	150	10	2001	88	2	2001
ET080079	2	8	10	50	1	88	1	0	88	 	8	2	2002
ET080078	1	8	6	200	12	4	0	200	4	1998	88	1	1997
ET080078	2	10	1	300	3	4	0	300	7	2001	88	1	2001
ET080078	3	10	1	200	2	6	1	0	88	 	88	1	2002
ET080076	1	9	7	200	2	88	1	0	88	 	12	1	2002
ET080076	2	8	7	50	2	88	0	50	3	2002	88	1	2002
ET080075	1	5	14	1000	11	18	0	1000	6	2001	88	1	1999
ET080075	2	5	2	1000	2	6	0	1000	8	2001	88	1	2001
ET080075	3	10	5	400	8	12	1	0	88	 	6	2	2001
ET080075	4	5	10	300	3	12	0	300	3	2000	88	1	1999
ET080074	1	4	2	600	12	2	0	600	2	2002	88	1	2001
ET080073	1	7	1	1800	3	12	1	800	11	2001	2	2	1999
ET080073	2	10	7	180	12	1	0	180	1	2002	88	1	2001
ET080072	1	7	8	2500	1	8	1	0	88	 	11	1	2002
ET080072	2	10	2	230	12	3	1	0	88	 	11	2	2001
ET080072	3	10	2	300	11	5	1	0	88	 	2	1	2000
ET080072	4	10	2	1000	11	2	1	500	1	2002	2	1	2001
ET080071	1	9	6	100	4	2	0	100	8	2001	88	2	2001
ET080071	2	9	6	50	1	1	1	0	88	 	11	2	2002
ET080070	1	10	2	100	2	3	1	0	88	 	11	1	1999
ET080070	2	10	1	100	12	3	1	0	88	 	11	1	2001
ET080070	3	10	6	100	10	4	1	0	88	 	11	1	2001
ET080068	1	1	1	1500	5	6	0	1800	12	2000	88	8	2000
ET080067	1	7	10	1400	9	12	0	1600	8	2000	88	1	1999
ET080066	1	9	6	200	2	1	0	200	3	1998	88	1	1998
ET080066	2	4	1	150	11	2	0	200	1	2002	88	1	2001
ET080065	1	8	2	600	12	3	1	0	88	 	8	1	2001
ET080063	1	5	1	202	10	12	1	0	88	 	8	2	2001
ET080063	2	8	2	100	1	0	0	100	1	2002	88	2	2002
ET080063	3	10	8	490	4	10	0	490	2	2002	88	2	2001
ET080062	1	8	1	1800	7	24	1	900	10	2001	8	2	2000
ET080060	1	10	2	200	10	2	0	200	1	2002	11	1	2001
ET080059	1	10	2	100	9	1	0	100	10	2001	88	2	2001
ET080059	2	9	7	200	8	4	0	200	12	2001	88	2	2001
ET080059	3	9	2	300	10	5	0	300	3	2001	88	2	2000
ET080059	4	9	2	250	11	5	0	250	4	2000	88	2	1999
ET080058	1	5	1	400	9	88	1	0	88	 	3	2	1998
ET080058	2	8	16	100	1	2	1	0	88	 	11	2	2002
ET080058	3	8	16	400	2	4	1	0	88	 	8	1	2002
ET080058	4	10	16	200	5	6	0	200	11	2001	88	2	2001
ET080058	5	8	2	300	3	88	1	150	5	1999	6	2	1999
ET080057	1	7	1	2500	6	12	1	0	88	 	11	1	1999
ET080057	2	10	2	370	12	3	0	370	3	2002	88	1	2001
ET080057	3	7	7	100	1	12	0	100	2	2002	88	2	2001
ET080057	4	9	7	200	6	1	0	200	7	2001	88	2	2001
ET080057	5	9	6	100	3	1	0	100	4	2001	88	2	2001
ET080056	1	10	2	20	13	2	0	20	2	2002	88	2	2001
ET080055	1	10	2	200	8	2	1	100	10	2001	11	2	2001
ET080054	1	9	1	500	2	2	1	0	88	 	8	1	2002
ET080054	2	10	2	200	1	1	0	200	2	2002	88	1	2002
ET080054	3	10	2	500	9	4	0	500	1	2002	88	1	2001
ET080053	1	6	4	340	10	3	0	370	1	2002	88	2	2001
ET080052	1	10	6	280	3	1	0	280	4	2001	88	1	2001
ET080052	2	10	7	150	7	1	0	150	8	2000	88	1	2000
ET080052	3	10	7	100	1	0	0	100	1	1999	88	1	1999
ET080052	4	8	6	300	2	0	0	300	2	1998	88	1	1998
ET080052	5	8	2	430	8	2	0	430	10	2001	88	1	2001
ET080051	1	5	1	900	4	36	1	400	6	2001	11	2	1999
ET080051	2	10	8	1000	2	2	0	1000	8	2001	88	2	2000
ET080050	1	10	6	100	2	1	0	100	3	2001	88	2	2001
ET080050	2	8	6	50	1	1	0	50	2	2001	88	2	2001
ET080050	3	5	1	139	9	3	1	0	88	 	2	2	2001
ET080049	1	10	19	1000	1	2	0	1000	3	2001	88	1	2001
ET080048	1	1	1	2500	12	36	1	0	88	 	2	1	1999
ET080047	1	7	1	800	4	12	1	400	88	 	11	1	1998
ET080046	1	8	2	100	11	1	0	100	12	2001	88	1	2001
ET080046	2	10	7	200	2	1	1	0	88	 	8	1	2002
ET080046	3	8	2	200	12	1	0	200	1	2002	88	1	2001
ET080046	4	10	6	50	10	3	0	50	1	2002	88	2	2001
ET080046	5	8	3	400	6	1	0	400	7	1998	88	1	1998
ET080045	1	10	7	250	9	0	0	250	10	2000	88	2	1999
ET080045	2	8	4	150	12	0	1	0	88	 	12	2	2001
ET080045	3	9	2	200	3	2	1	0	88	 	8	2	2002
ET080043	1	9	2	50	6	2	0	50	8	2000	88	1	2000
ET080043	2	10	2	250	11	4	1	0	88	 	8	1	2001
ET080042	1	9	7	200	7	2	0	200	9	2001	88	2	2001
ET080042	2	8	7	1000	7	1	0	1000	7	2001	88	1	2001
ET080042	3	5	10	2000	12	0	1	1283.08	1	2002	11	1	2000
ET080041	1	8	2	600	10	5	1	0	88	 	8	2	2001
ET080041	2	10	7	200	1	1	0	200	2	2002	88	2	2002
ET080041	3	10	10	2000	10	1	0	2000	12	2001	88	1	2001
ET080040	1	9	13	600	8	0	0	600	2	2002	88	1	2001
ET080040	2	7	1	2500	8	0	1	0	88	 	8	1	1997
ET080039	1	10	6	100	2	1	0	100	3	2002	88	2	2002
ET080039	2	10	2	50	3	4	1	0	88	 	11	2	2002
ET080039	3	10	2	600	4	4	0	600	8	2001	88	1	2001
ET080038	1	7	1	2500	9	12	1	0	88	 	11	1	1997
ET080038	2	10	1	600	9	3	1	0	88	 	11	1	2001
ET080037	1	8	2	600	11	5	1	0	88	 	11	1	2001
ET080036	1	10	2	320	1	2	1	0	88	 	8	3	2002
ET080036	2	8	2	400	6	1	0	400	7	2000	88	3	2000
ET080035	1	7	3	1000	3	12	0	1150	3	1999	88	6	1998
ET080034	1	7	1	2500	6	12	1	0	88	 	2	1	1998
ET080034	2	10	2	50	3	1	0	50	4	2001	88	2	2001
ET080033	1	10	1	100	3	1	0	100	4	1997	88	1	1997
ET080033	2	10	7	80	5	1	0	80	6	1998	88	1	1998
ET080033	3	9	2	50	7	1	0	50	8	1999	88	1	1999
ET080033	4	10	6	150	8	1	0	150	9	2000	88	1	2000
ET080032	1	8	8	200	3	1	0	200	4	2001	88	1	2001
ET080032	2	8	8	1090	8	7	1	0	88	 	8	1	2001
ET080031	1	7	1	2500	3	12	1	0	88	 	4	1	1998
ET080031	2	9	2	100	1	1	0	100	2	2001	88	2	2001
ET080031	3	8	1	200	10	4	0	200	2	2002	88	2	2001
ET080031	4	10	4	10	2	1	0	10	3	2002	88	2	2002
ET080029	1	10	1	100	2	1	1	0	88	 	8	2	2002
ET080028	1	10	17	150	1	2	0	150	2	2000	88	2	2000
ET080028	2	10	17	180	1	2	0	180	2	2001	88	2	2001
ET080028	3	10	17	240	1	2	0	240	2	2002	88	2	2002
ET080027	1	10	2	100	4	1	0	100	5	2001	88	1	2001
ET080027	2	10	2	100	1	3	1	0	88	 	8	1	2002
ET080025	1	10	2	100	12	1	0	100	1	2002	88	1	2001
ET080025	2	10	7	200	2	1	0	200	3	2002	88	1	2002
ET080024	1	9	7	200	3	2	0	200	5	2000	88	2	2001
ET080024	2	8	8	1600	5	12	1	800	10	2001	8	2	1999
ET080024	3	9	7	600	12	3	1	200	3	2002	8	2	2001
ET080023	1	5	1	2500	8	88	1	0	88	 	11	1	1998
ET080023	2	8	4	100	12	2	1	0	88	 	11	1	2001
ET080023	3	10	4	150	11	2	0	150	1	2002	88	1	2001
ET080023	4	8	10	100	12	1	0	100	1	2002	88	1	2001
ET080023	5	8	2	200	11	3	0	200	2	1999	88	1	1998
ET080023	6	10	10	50	11	2	0	50	1	1999	88	1	1998
ET080023	7	8	2	180	10	4	0	180	2	2001	88	1	2000
ET080022	1	10	7	300	3	24	1	0	88	 	3	2	1998
ET080021	1	10	2	300	12	4	1	0	88	 	8	1	2001
ET080020	1	10	1	400	3	2	0	400	6	2001	11	1	2001
ET080019	1	8	2	300	12	3	0	300	3	2001	88	1	2000
ET080019	2	9	7	180	4	1	0	180	5	1999	88	1	1999
ET080019	3	8	15	150	11	4	0	150	3	2002	88	1	2001
ET080019	4	8	2	450	11	4	0	450	3	2002	88	1	2001
ET080018	1	10	6	50	11	4	0	50	3	2001	88	4	2000
ET080017	1	7	1	2500	7	12	1	0	88	 	11	1	2000
ET080017	2	8	2	100	3	88	0	100	4	2001	88	1	2001
ET080017	3	8	1	420	8	88	0	420	10	2001	88	1	2001
ET080017	4	8	2	50	11	88	0	50	2	2002	88	1	2001
ET080016	1	2	1	2000	9	12	0	2000	2	2000	88	2	1997
ET080016	2	2	4	1050	11	12	1	500	3	2000	2	2	1999
ET080016	3	7	2	370	8	12	1	0	88	 	8	2	2001
ET080016	4	10	2	400	12	4	1	0	88	 	8	1	2001
ET080016	5	9	7	300	10	1	1	50	11	2001	11	2	2001
ET080015	1	2	1	2500	11	24	1	0	88	 	8	1	1998
ET080015	2	5	1	2000	7	12	0	2000	7	1998	88	2	1997
ET080015	3	5	1	2000	6	88	1	0	88	 	8	2	1999
ET080014	1	9	4	300	3	5	1	100	8	2001	11	2	2001
ET080014	2	8	2	200	11	3	0	200	2	2000	88	2	1999
ET080014	3	1	1	2500	5	36	1	0	88	 	2	1	1999
ET080013	1	9	7	600	9	1	1	300	12	2001	11	2	2001
ET080013	2	2	1	500	6	6	1	370	2	2002	11	2	2001
ET080012	1	9	2	500	5	2	0	500	7	1999	88	1	1999
ET080012	2	8	7	200	8	1	0	200	9	2001	88	2	2001
ET080012	3	8	2	200	10	0	0	200	10	2001	88	1	2001
ET080012	4	7	1	1500	2	12	1	0	88	 	8	1	2002
ET080012	5	8	1	200	10	0	0	200	10	2001	88	1	2001
ET080012	6	8	1	220	12	1	0	220	1	2001	88	1	2001
ET080011	1	10	7	200	10	1	0	200	11	2001	88	1	2001
ET080011	2	10	7	200	11	1	0	200	12	1999	88	1	1999
ET080011	3	8	2	280	11	3	0	280	2	2001	88	1	2000
ET080010	1	9	6	100	1	1	0	100	2	2002	88	2	2002
ET080009	1	2	1	800	9	24	1	700	5	2002	11	3	1997
ET080008	1	10	1	400	6	1	0	400	7	2001	88	1	2001
ET080007	1	9	7	300	5	2	0	300	7	1999	88	2	1999
ET080007	2	5	1	2500	7	88	1	0	88	-88	8	1	1998
ET080006	1	8	7	200	12	2	1	0	88	 	6	2	2001
ET080005	1	5	1	1280	6	24	1	0	88	 	4	1	1998
ET080004	1	8	6	100	3	1	1	0	88	 	88	1	2002
ET080004	2	2	1	1800	7	36	1	800	11	2001	3	2	1998
ET080003	1	10	1	200	2	1	0	200	3	2002	88	1	2002
ET080001	1	8	2	1000	8	6	0	1000	12	2001	88	2	2001
ET070100	1	4	2	200	10	77	1	0	88	 	88	1	2001
ET070099	1	9	2	300	7	12	1	0	88	 	88	1	2001
ET070098	1	6	4	100	11	1	0	105	12	2000	88	2	2000
ET070098	2	6	4	100	11	77	1	0	88	 	88	2	2001
ET070097	1	1	14	5000	8	36	1	0	88	 	10	1	1998
ET070095	1	9	2	700	9	6	1	0	88	 	2	16	2001
ET070094	1	3	14	5000	7	36	1	0	88	 	88	1	2000
ET070092	1	6	1	1000	7	36	0	1000	7	2000	88	1	1998
ET070092	2	9	10	100	11	12	1	0	88	 	88	2	2001
ET070091	1	9	2	200	1	77	1	0	88	 	88	1	2002
ET070091	2	1	1	1500	7	24	1	0	88	 	88	1	2001
ET070090	1	6	8	5000	10	60	1	0	88	 	88	1	2000
ET070089	1	7	1	2800	6	36	1	248	2	2002	2	2	2001
ET070088	1	4	2	1600	8	8	1	0	88	 	11	2	2001
ET070087	1	6	3	1500	9	36	1	0	88	 	88	1	2001
ET070086	1	6	8	1000	7	36	0	1250	7	2001	88	1	1998
ET070081	1	4	4	4000	10	12	1	0	88	 	88	1	2001
ET070080	1	7	14	5000	10	24	1	2500	88	 	88	1	2000
ET070077	1	6	15	1500	4	60	1	0	88	 	6	3	1998
ET070076	1	4	2	100	7	1	0	105	8	2001	88	2	2001
ET070075	1	4	2	300	10	77	1	0	88	 	88	1	2001
ET070074	1	1	2	3500	5	12	1	0	88	 	88	1	2001
ET070073	1	6	1	1000	5	36	1	700	4	2001	88	1	2000
ET070071	1	7	2	500	6	12	0	500	6	2001	88	1	2000
ET070069	1	6	8	3200	6	12	1	0	88	 	88	1	2001
ET070068	1	7	2	3000	6	12	1	0	88	 	88	1	2001
ET070067	1	6	14	4000	11	36	1	0	88	 	88	1	1999
ET070065	1	7	1	1000	9	9	0	1180	6	1999	88	1	1998
ET070065	2	7	14	2500	6	12	0	2950	6	2000	88	1	1999
ET070065	3	7	14	3200	6	12	0	3776	6	2001	88	1	2000
ET070065	4	4	4	200	6	12	0	200	5	2000	88	1	2000
ET070065	5	4	4	100	6	77	1	0	88	 	6	1	2000
ET070065	6	4	17	400	7	8	0	1400	3	2002	88	1	2001
ET070065	7	9	18	600	6	10	0	1220	4	2001	88	1	2000
ET070065	8	4	18	800	9	77	1	0	88	 	12	1	2000
ET070065	9	6	7	300	6	77	1	45	9	2001	2	2	2001
