CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	LUHARVR5	VLPRDR5	VLSLDR5	CRPCSTR5
160050	5	10	10	3	900	0	50
160050	6	12	50	1	400	0	100
160050	7	76	50	1	800	400	400
160050	8	56	20	56	200	0	0
160051	1	41	10	3	1500	1000	0
160051	2	10	10	3	1000	500	0
160051	3	55	4	2	480	0	400
160051	4	75	4	2	3200	1600	1500
160051	5	5	2	2	1000	0	350
160051	6	44	2	2	1200	0	30
160051	7	14	1	40	1800	400	0
160051	8	21	10	56	3000	0	0
160053	2	44	25	1	162	0	130
160054	1	75	3	2	4200	0	1800
160054	2	44	2	2	1200	0	300
160054	3	14	1	40	1800	200	60
160055	1	75	5	2	3000	0	1870
160055	2	55	4	2	600	0	450
160055	3	41	5	3	500	0	0
160055	4	44	1.5	2	900	0	150
160055	5	14	1	40	2000	1000	800
160055	6	125	.5	2	400	0	300
160055	7	10	.5	3	50	0	0
160055	8	80	15	56	45	0	0
160055	9	21	6	56	900	0	0
160055	10	26	2	1	60	0	0
160055	11	72	2	1	30	0	0
160056	1	75	4	1	2800	0	800
160056	2	14	3	40	4000	4000	500
160056	3	44	2	2	1200	0	150
160057	1	75	2	2	2200	0	950
160057	2	44	2	2	1200	0	580
160057	3	10	3	3	230	0	0
160057	4	14	1	41	1000	0	120
160058	1	75	6	2	6600	0	2700
160058	2	76	2	2	4400	0	1200
160058	3	14	3	40	4700	3600	100
160058	4	10	4	3	410	0	0
160058	5	55	4	2	1200	0	140
160058	6	44	3	2	1800	0	480
160058	7	5	1	2	650	0	230
160058	8	17	50	1	1750	0	0
160059	1	75	4	2	2800	0	1500
160059	2	41	5	3	2000	0	250
160061	1	75	6	2	3600	0	1500
160061	2	76	2	2	2800	0	680
160061	3	44	2	2	1200	0	300
160062	1	41	6	3	1800	0	250
160062	2	14	4	40	7000	1500	1000
160062	3	44	2	2	1200	0	300
160062	4	55	6	2	1600	0	250
160062	5	75	1	2	800	0	280
160062	6	10	6	3	1200	0	80
160062	7	17	25	1	1300	0	0
160063	1	75	5	2	4000	2500	1200
160063	2	44	5	2	2500	0	700
160063	3	55	5	2	1500	0	500
160063	4	35	1	41	700	0	220
160063	5	41	10	3	2000	0	120
160063	6	14	2	41	1600	1600	150
160063	7	17	15	1	750	0	0
160063	8	10	5	3	800	200	90
160063	9	6	1	2	750	500	160
160064	1	75	1	2	900	0	500
160064	2	41	5	3	800	0	120
160064	3	44	50	1	300	0	100
160064	4	10	2	3	200	0	50
160064	5	14	1	41	800	400	60
160064	6	21	5	56	800	800	0
160064	7	55	3	2	600	0	120
160065	1	75	7	2	3800	0	1400
160065	2	14	5	40	10000	9500	200
160065	3	44	2	2	1000	0	150
160066	1	75	1	2	600	0	2036
160066	2	41	100	1	3000	0	200
160066	3	44	50	1	250	0	114
160066	4	10	7	3	350	200	0
160067	1	35	1	2	800	0	150
160067	2	75	1	2	900	0	200
160067	3	44	2	2	1200	0	120
160067	4	41	6	3	1800	0	150
160067	5	10	7	3	600	0	50
160067	6	125	30	1	300	0	50
160068	1	75	5	2	3500	700	800
160068	2	44	3	2	1500	0	250
160068	3	41	20	3	2800	0	200
160068	4	14	2	40	3000	600	80
160068	5	17	20	1	900	0	0
160068	6	10	10	3	800	0	100
160068	7	55	4	2	1200	0	400
160069	1	72	714	1	10000	9000	350
160069	2	12	11	2	2700	2500	50
160069	3	10	10	3	500	0	0
160069	4	44	6	2	3600	0	350
160069	5	23	5	2	10000	8000	3700
160069	6	125	5	2	6000	6000	700
160069	7	6	5	2	500	0	170
160069	8	8	2	2	4800	0	712
160069	9	75	1	2	800	0	1470
160069	10	56	50	56	1250	0	0
160069	11	9	30	1	3600	0	0
160069	12	21	5	56	5000	0	0
160070	1	10	10	3	1000	0	10
160070	2	55	6	2	900	0	420
160070	3	41	15	3	1500	0	0
160070	4	75	2.5	2	2000	0	2032
160070	5	44	2	2	1000	0	148
160070	6	14	.5	41	450	0	0
160070	7	21	65	56	6890	0	0
160070	8	56	20	56	200	0	0
160070	9	80	10	56	30	0	0
160071	1	125	2	2	200	0	250
160071	2	75	4	2	2800	1800	600
160071	3	44	3	2	1500	0	230
160071	4	14	3	40	4500	4000	0
160072	1	75	2	2	1200	0	450
160072	2	44	2	2	1200	0	250
160073	1	55	8	2	1200	0	517
160073	2	44	3	2	2100	0	208
160073	3	10	3	3	240	0	25
160073	4	75	2	2	1800	0	348
160073	5	17	.5	2	4000	0	0
160073	6	14	.5	41	450	0	50
160073	7	56	6	56	150	0	0
160074	1	75	6	2	6600	0	2350
160074	2	76	2	2	2	0	870
160074	3	14	6	40	6400	3200	170
160074	4	17	40	1	940	0	0
160074	5	10	6	3	430	0	0
160074	6	44	4	2	2500	0	0
160074	7	41	10	3	1450	0	210
160074	8	55	4	2	1200	0	230
160075	1	75	4	2	1400	0	350
160075	2	41	3	3	580	0	100
160075	3	14	2	40	2200	2000	150
160076	1	75	10	2	8000	0	3000
160076	2	5	5	2	3500	0	1000
160076	3	8	3	2	6000	0	2000
160076	4	44	2	2	1000	0	300
160076	5	14	5	40	10000	0	1000
160076	6	10	30	40	2500	1000	600
160077	1	75	5	2	6500	0	650
160077	2	80	120	56	600	550	100
160078	1	125	4	2	4000	3000	1200
160078	2	75	4	2	3200	2000	900
160078	3	44	2	2	1200	0	340
160078	4	10	25	3	1500	500	200
160078	5	55	5	2	1200	700	160
160078	6	14	1	40	1600	1600	100
160079	1	75	3	2	2400	0	1612
160079	2	10	2	3	100	0	20
160079	3	55	1.5	2	225	0	150
160079	4	44	1	2	700	0	50
160079	5	8	.5	2	1400	0	400
160079	6	80	500	56	2500	0	0
160079	7	21	10	56	5000	0	0
160079	8	41	3	3	300	0	0
160080	1	23	3	2	3900	1300	1000
160080	2	41	20	3	4000	0	300
160080	3	10	10	3	1000	500	0
160080	4	44	2	2	1200	0	250
160080	5	55	6	2	600	0	300
160081	1	75	1	2	1100	0	340
160081	2	35	50	1	450	0	0
160081	3	14	1	41	1000	700	0
160082	1	75	3	2	2100	0	1020
160082	2	10	3	3	240	0	30
160082	3	44	1	2	700	0	400
160082	4	41	2	3	120	0	0
160082	5	56	5	56	75	0	0
160083	1	75	5	2	4800	3500	1300
160083	2	5	2	2	1200	0	600
160083	3	125	3	2	2800	1800	400
160083	4	14	2	3	2700	2700	100
160084	1	75	7	2	6300	3600	1650
160084	2	5	3	2	3600	400	500
160084	3	44	4	2	2600	0	380
160084	4	14	3.5	41	6700	4800	230
160084	5	41	30	3	7200	0	430
160085	1	75	1	2	800	0	500
160085	2	41	20	3	3600	0	200
160085	3	44	1	2	600	0	180
160085	4	35	50	1	300	0	100
160085	5	10	15	3	1500	300	0
160085	6	56	30	56	450	0	0
160085	7	55	5	2	1000	400	150
160086	1	10	10	3	1000	500	95
160086	2	55	6	2	1200	0	700
160086	3	75	4.5	2	3600	1600	1124
160086	4	44	2	2	1400	0	300
160086	5	14	2	40	3600	2000	0
160086	6	56	10	56	500	0	0
160086	7	17	5	1	500	0	0
160087	1	75	5	2	3500	2100	1100
160087	2	43	8	2	4000	2000	800
160087	3	76	1	2	1600	1000	500
160087	4	41	10	3	2000	0	300
160087	5	10	5	3	1500	0	50
160087	6	55	4	2	800	0	100
160089	1	75	7	2	5600	2400	740
160089	2	76	2	2	4200	0	890
160089	3	14	2	40	3400	1700	120
160089	4	44	6	2	3600	0	1150
160089	5	10	3	55	410	0	0
160090	1	75	9	2	5400	3600	1600
160090	2	44	3	2	1500	0	150
160090	3	35	2	2	2600	1956	450
160091	1	75	7	2	5600	2400	1625
160091	2	10	5	3	250	0	0
160091	3	55	5	2	750	0	775
160091	4	44	3	2	1800	0	571
160091	5	5	1	2	1000	1000	2390
160091	6	41	10	3	1000	0	0
160091	7	6	10	1	100	0	50
160091	8	12	2	1	30	0	70
160091	9	21	80	56	3900	0	300
160091	10	56	30	56	450	0	0
160092	1	80	3000	56	15000	8000	300
160092	2	21	700	56	3500	2500	0
160092	3	55	10	2	1500	0	800
160092	4	72	71	1	1000	0	20
160092	5	10	4	3	320	0	10
160092	6	41	3	3	300	0	0
160092	7	44	2	2	1400	0	369
160092	8	8	1	2	2000	0	633
160092	9	12	1	2	100	0	30
160092	10	14	.5	41	450	350	0
160092	11	9	3	1	300	0	0
160093	1	21	80	56	24000	4000	3300
160093	2	10	104	3	6000	3000	0
160093	3	75	15	2	11250	0	7060
160093	4	14	9	40	16200	15000	104
160093	5	44	4	2	2000	0	250
160093	6	8	3	2	4200	0	1900
160093	7	41	5	3	500	0	55
160093	8	12	1	2	150	0	0
160093	9	6	.5	2	100	0	0
160093	10	56	50	56	1250	0	0
160093	11	17	25	1	1875	0	0
160093	12	9	20	1	1200	0	0
160094	1	75	8	2	5600	2100	1450
160094	2	76	2	2	4200	0	1180
160094	3	44	3	2	1800	0	470
160094	4	41	6	3	900	0	0
160094	5	14	3	40	5400	3400	60
160094	6	17	25	1	750	0	0
160094	7	10	10	55	370	0	0
160094	8	55	2	2	650	0	120
160095	1	76	1.5	2	2100	1400	800
160095	2	75	75	1	750	0	328
160095	3	44	2	2	1200	50	290
160095	4	43	10	1	300	180	90
160095	5	10	10	3	200	120	100
160095	6	55	3	2	540	180	380
160095	7	6	.5	2	300	140	80
160095	8	96	.5	2	250	160	100
160095	9	12	60	1	400	200	140
160095	10	56	30	56	300	150	0
160096	1	75	10	2	7000	0	1850
160096	2	44	4	2	2200	0	180
160096	3	41	5	3	725	0	0
160096	4	10	6	55	560	0	50
160097	1	75	6	2	6600	5500	2400
160097	2	5	1	2	400	0	100
160097	3	44	2	2	1200	0	150
160097	4	55	3	2	900	0	240
160097	5	10	5	3	650	0	40
160097	6	14	7	40	12000	10000	540
160098	1	75	4	2	3200	1200	450
160098	2	44	3	2	1560	0	200
160099	1	75	5	2	3500	0	900
160099	2	76	1	2	1700	0	700
160099	3	14	2	40	2500	500	300
160099	4	44	3	2	1500	0	400
160099	5	10	5	3	1200	600	50
160099	6	17	15	1	600	0	0
160099	7	55	3	2	500	0	60
170001	1	75	1	2	950	0	250
170001	2	5	1	2	650	0	0
170003	1	5	150	1	1200	0	0
170003	2	75	50	1	700	0	0
170004	1	5	100	1	700	0	700
170004	2	75	200	1	1600	0	700
170005	1	5	700	1	5600	800	1400
170005	2	75	500	1	4500	1350	1250
170005	3	42	50	1	1000	0	0
170005	4	96	25	1	750	100	0
170006	1	 	 	 	 	 	 
170007	1	5	100	1	700	0	450
170007	2	75	100	1	820	0	500
170008	1	5	100	1	700	0	1000
170009	1	5	3	2	2100	0	0
170009	2	75	2	2	2200	0	350
170009	3	123	50	1	800	0	0
170011	1	5	300	1	2700	0	2000
170012	1	5	100	1	800	0	250
170012	2	75	50	1	450	0	250
170015	1	75	2	2	1600	0	0
170015	2	5	3	2	1800	0	0
170015	3	123	50	1	600	0	0
170017	1	75	1	2	800	0	0
170017	2	5	2	2	1200	0	0
170018	1	5	10	2	8000	1600	1500
170018	2	75	4	2	4400	0	450
170018	3	43	50	2	1500	0	0
170018	4	123	1.5	2	1600	0	0
170020	1	5	100	1	700	0	750
170020	2	75	100	1	800	0	750
170021	1	75	100	1	900	0	1300
170021	2	5	200	1	1600	0	0
170022	1	5	400	1	3600	0	800
170022	2	75	200	1	2200	0	800
170023	1	5	13	2	10400	4800	1500
170023	2	75	2	2	2000	0	600
170023	3	123	50	1	1000	0	0
170025	1	 	 	 	 	 	 
170026	1	5	250	1	2250	0	1250
170026	2	75	100	1	1200	0	800
170026	3	123	50	2	1000	0	0
170027	1	5	500	1	4000	0	1800
170027	2	75	350	1	3150	0	1200
170028	1	5	2	2	2400	0	0
170028	2	123	50	1	700	0	0
170029	1	123	1	2	1200	0	160
170030	1	5	200	1	1500	0	0
170030	2	75	200	1	1700	0	750
170030	3	123	50	1	750	0	800
170031	1	5	400	1	3600	0	750
170031	2	75	500	1	4500	0	750
170032	1	5	50	1	350	0	400
170032	2	75	100	1	850	0	450
170033	1	5	400	1	2800	0	1200
170033	2	75	100	1	1000	0	800
170033	3	123	50	1	1000	0	0
170033	4	42	50	1	1500	0	400
170035	1	75	100	1	800	0	700
170035	2	5	200	1	1600	0	700
170037	1	5	200	1	1700	0	1750
170037	2	75	100	1	900	0	2000
170038	1	5	150	1	1050	0	750
170038	2	75	100	1	820	0	750
170039	1	5	5	2	3750	0	300
170039	2	75	1	2	1100	0	0
170042	1	5	200	1	1500	0	1600
170042	2	75	200	1	900	0	800
170042	3	123	50	1	1000	0	0
170043	1	75	100	1	1200	0	1600
170043	2	5	100	1	900	0	750
170046	1	5	1	2	1050	0	0
170046	2	75	50	1	750	0	0
170046	3	123	50	1	750	0	0
170047	1	5	200	1	1400	0	750
170047	2	75	100	1	800	0	1200
170047	3	43	13	1	195	0	100
170047	4	42	6	1	120	0	0
170048	1	5	1	2	800	0	0
170048	2	75	50	1	600	0	0
170049	1	5	2	2	1700	0	0
170049	2	123	50	1	800	0	0
170050	1	5	1	2	800	0	0
170050	2	75	1	2	1200	0	0
170051	1	5	500	1	3500	0	2700
170051	2	75	100	1	800	0	700
170051	3	49	100	1	700	700	1350
170051	4	123	50	1	1000	0	1000
170052	1	5	3	2	2400	0	0
170052	2	49	2	2	2800	0	0
170053	1	75	200	1	2200	200	500
170053	2	5	2	2	1400	300	500
170054	1	5	100	1	900	0	450
170055	1	5	300	1	2700	0	0
170055	2	43	50	1	750	0	0
170057	1	75	1	2	1200	0	0
170057	2	123	50	1	700	0	0
170058	1	5	200	1	1400	0	960
170058	2	75	200	1	1600	0	1012
170058	3	123	50	1	500	0	0
170059	1	5	100	1	900	0	740
170059	2	75	150	1	1600	0	740
170060	1	75	150	1	2250	500	0
170060	2	5	1	2	700	0	0
170060	3	123	25	1	300	0	0
170061	1	 	 	 	 	 	 
170064	1	5	700	1	5600	0	2100
170064	2	75	100	1	1050	0	600
170065	1	5	400	1	3600	0	360
170066	1	5	600	1	4200	0	2200
170066	2	75	100	1	900	0	850
170067	1	5	200	1	1600	0	1100
170067	2	75	200	1	2100	0	1300
170069	1	5	300	1	2400	0	2100
170069	2	75	150	1	1500	0	1400
170069	3	123	100	1	2100	0	450
170070	1	5	50	1	380	0	0
170070	2	49	50	1	400	0	0
170071	1	5	50	1	400	0	0
170071	2	75	1	2	1200	0	0
170071	3	123	1	2	1000	0	0
170075	1	5	100	1	700	0	600
170075	2	75	50	1	900	0	600
170075	3	123	50	1	500	0	0
170076	1	5	50	1	380	0	0
170076	2	123	25	1	300	0	0
170079	1	5	100	1	800	0	740
170079	2	75	50	1	525	0	740
170080	1	5	600	1	5300	0	1500
170081	1	75	4	2	4800	0	0
170081	2	5	2	2	1600	0	0
170082	1	75	100	1	0	0	0
170083	1	5	50	1	400	0	800
170083	2	75	100	1	1100	0	800
170084	1	5	50	1	450	0	0
170086	1	5	3	2	1500	300	0
170086	2	75	1	2	600	100	0
170087	1	75	200	1	2200	0	1100
170088	1	5	400	1	3600	0	1500
170088	2	75	200	1	2200	0	800
170088	3	123	25	1	450	0	0
170089	1	5	50	1	400	0	700
170089	2	75	50	1	550	0	700
170090	1	5	800	1	5600	0	1600
170090	2	75	300	1	3000	0	1250
170091	1	5	300	1	2400	0	360
170091	2	75	100	1	1100	0	370
170092	1	5	100	1	800	0	1000
170092	2	75	100	1	1000	0	1000
170093	1	 	 	 	 	 	 
170094	1	5	3	2	2400	0	580
170094	2	75	1	2	900	0	0
170095	1	5	2	2	1600	0	200
170095	2	75	1	2	1200	0	200
170096	1	75	5	2	6000	0	650
170096	2	50	10	2	10000	10000	2500
170096	3	10	50	41	5100	5000	150
170098	1	5	50	1	340	0	120
170098	2	75	50	1	400	0	0
170098	3	12	200	1	4000	4000	1100
170098	4	66	100	1	2400	2200	1200
170099	1	5	1	2	600	0	0
170100	1	10	11	40	2050	2000	250
170100	2	12	2.5	41	520	500	50
180001	1	130	1	2	600	0	670
180001	2	75	2	2	1400	0	670
180001	3	123	2	2	1600	0	0
180002	1	5	1	2	450	0	940
180002	2	75	2	2	1500	0	940
180003	1	75	250	1	1500	600	0
180003	2	130	300	1	1500	250	0
180003	3	44	100	1	700	0	0
180003	4	5	50	1	250	0	0
180003	5	125	50	1	750	350	0
180004	1	130	1	2	600	0	300
180004	2	75	2	2	1600	0	400
180004	3	44	2	2	1600	0	600
180004	4	123	50	1	1000	0	0
180005	1	130	200	1	1400	0	670
180005	2	75	250	1	2250	450	692
180005	3	44	200	1	1200	0	40
180005	4	123	100	1	2100	700	375
180006	1	130	100	1	700	0	0
180006	2	123	50	1	700	0	0
180006	3	75	50	1	300	0	400
180007	1	130	100	1	850	0	440
180007	2	75	100	1	900	0	475
180007	3	123	100	1	2100	260	240
180007	4	5	50	1	400	0	80
180009	1	123	100	1	1500	0	0
180009	2	75	100	1	700	0	0
180010	1	75	2	2	1600	0	365
180010	2	130	1	2	700	0	365
180011	1	130	50	1	400	0	360
180011	2	75	100	1	900	0	910
180011	3	123	150	1	2400	800	400
180012	1	75	1.5	2	750	0	500
180012	2	130	3	2	1500	0	900
180012	3	23	25	1	360	0	0
180013	1	130	1	2	600	0	300
180013	2	75	2	2	1400	0	300
180013	3	123	50	1	750	0	0
180013	4	23	50	1	750	0	0
180014	1	75	50	1	350	0	250
180014	2	44	50	2	300	0	0
180014	3	125	50	1	500	0	0
180015	1	75	2	2	1400	0	700
180015	2	130	3	2	2100	0	700
180015	3	123	50	1	1000	0	0
180016	1	5	50	1	300	0	600
180018	1	75	1	2	500	0	310
180018	2	123	1	2	1000	100	0
180018	3	44	50	1	200	0	0
180019	1	75	3	2	1800	0	600
180019	2	123	50	1	700	0	0
180019	3	5	1	2	500	0	200
180020	1	125	300	1	4200	0	0
180020	2	44	150	1	1500	200	0
180020	3	123	150	1	1950	1300	0
180020	4	23	200	1	2800	700	0
180022	1	130	500	1	3000	1200	670
180022	2	75	600	1	4200	700	670
180022	3	44	400	1	2400	0	0
180022	4	23	200	1	1600	800	0
180024	1	123	100	1	1100	0	300
180024	2	130	200	1	1200	0	750
180024	3	44	200	1	1200	0	750
180025	1	123	150	1	2925	975	975
180025	2	130	100	1	800	0	485
180025	3	75	150	1	1200	0	492
180025	4	76	25	1	375	0	90
180025	5	44	100	1	600	0	24
180025	6	5	30	1	180	0	80
180026	1	75	25	1	300	0	0
180026	2	130	50	1	350	0	0
180027	1	75	100	1	700	0	0
180027	2	123	25	1	375	0	0
180027	3	130	200	1	1000	0	0
180028	1	75	500	2	4000	0	1550
180028	2	130	300	2	2400	0	820
180028	3	64	100	2	750	0	326
180028	4	35	50	1	750	0	140
180028	5	5	50	1	450	175	100
180029	1	130	100	1	800	0	480
180029	2	75	200	1	1800	0	860
180029	3	72	600	1	3500	3500	800
180029	4	66	1000	1	5000	5000	1500
180031	1	75	300	1	3800	0	300
180031	2	44	200	1	1200	0	0
180031	3	123	300	1	3900	0	0
180031	4	23	200	1	3600	0	70
180032	1	75	2	2	2400	0	600
180032	2	130	1	2	800	0	600
180032	3	123	1	2	1400	0	0
180033	1	75	50	1	400	0	500
180033	2	5	50	1	250	0	400
180033	3	123	5	1	70	28	0
180034	1	75	50	1	450	0	150
180035	1	130	2	2	1200	0	350
180035	2	75	2	2	1600	0	700
180035	3	23	50	1	700	0	350
180036	1	130	300	1	3000	0	960
180036	2	75	100	1	1000	0	540
180036	3	123	25	1	525	0	420
180037	1	75	100	1	950	0	470
180037	2	130	150	1	1300	0	420
180037	3	123	50	1	1050	0	280
180039	1	130	300	1	2100	0	960
180039	2	75	100	1	900	0	820
180039	3	123	50	1	1000	0	260
180039	4	125	50	1	960	0	195
180040	1	75	3	2	1800	0	670
180040	2	123	2	2	2000	0	0
180041	1	130	150	1	900	0	25
180041	2	75	50	1	350	0	0
180041	3	123	25	1	400	0	0
180042	1	75	200	1	1700	0	921
180042	2	125	100	1	1800	870	384
180042	3	44	200	1	1280	0	48
180042	4	123	200	1	3000	880	320
180042	5	130	250	1	1750	0	900
180043	1	130	100	1	500	0	160
180043	2	75	100	1	800	0	0
180044	1	130	150	1	1050	0	0
180044	2	75	150	1	1200	0	0
180044	3	123	100	1	1300	500	0
180044	4	125	50	1	700	0	0
180045	1	130	100	1	600	0	0
180045	2	75	100	1	700	0	0
180045	3	123	100	1	1600	800	0
180045	4	125	25	1	350	50	0
180045	5	72	1350	1	6000	6000	1000
180045	6	44	50	1	300	0	0
180045	7	55	1000	1	7000	7000	2000
180046	1	130	100	1	600	0	643
180046	2	75	100	1	780	0	643
180046	3	123	100	1	1560	780	0
180047	1	75	150	1	1050	0	0
180050	1	5	50	1	300	0	600
180050	2	130	3	2	1800	0	800
180050	3	123	1	2	1600	300	0
180050	4	125	30	1	300	0	150
180051	1	123	1	2	600	300	0
180051	2	75	2	2	1400	0	300
180051	3	130	1	2	400	0	300
180052	1	44	100	1	500	0	0
180052	2	130	200	1	1000	0	0
180052	3	75	200	1	1200	0	0
180052	4	125	100	1	1300	200	0
180053	1	5	5	2	3000	0	700
180053	2	75	7	2	4900	0	700
180053	3	50	6	2	4800	4800	1400
180055	1	130	2	2	1200	0	350
180055	2	5	2	2	2000	0	400
180055	3	75	3	2	2400	0	750
180056	1	75	150	1	1500	0	710
180056	2	123	50	1	1050	0	324
180056	3	55	220	1	1300	1200	760
180056	4	72	150	1	750	750	220
180057	1	130	500	1	2500	0	0
180057	2	75	100	1	700	0	0
180057	3	123	200	1	2400	300	0
180057	4	125	50	1	700	0	0
180058	1	75	200	1	1440	120	650
180058	2	130	300	1	1620	67.5	650
180058	3	123	100	1	1440	360	300
180058	4	125	100	1	1680	700	200
180059	1	5	1	2	1000	0	350
180059	2	75	2	2	1400	0	700
180059	3	130	2	2	1200	0	350
180060	1	130	3	2	1500	0	600
180060	2	75	2	2	1200	0	600
180061	1	75	100	1	450	0	0
180061	2	44	100	1	500	0	0
180062	1	75	3	2	2100	0	670
180062	2	5	1	2	1000	0	600
180063	1	130	5	2	2500	0	600
180063	2	75	2	2	1800	0	670
180063	3	5	1	2	800	0	300
180063	4	72	15	95	4500	4500	670
180064	1	75	200	1	1400	0	0
180064	2	130	250	1	2500	0	0
180064	3	123	100	1	1500	0	0
180065	1	75	50	1	325	0	650
180065	2	123	100	1	1440	14400	300
180066	1	130	150	1	1080	240	620
180066	2	76	200	1	1200	300	620
180066	3	123	50	1	720	360	0
180067	1	75	200	1	1200	0	660
180067	2	130	200	1	1600	0	660
180067	3	123	10	1	120	0	0
180068	1	130	3000	1	1800	0	0
180068	2	75	150	1	1200	0	0
180068	3	125	50	1	750	400	0
180068	4	123	200	1	3000	1000	0
180068	5	44	100	1	600	0	0
180069	1	75	150	1	1500	0	900
180069	2	130	200	1	1800	0	860
180069	3	123	50	1	1125	0	450
180071	1	75	2	2	1200	0	300
180071	2	130	3	2	1500	0	400
180071	3	55	20	2	16000	0	2000
180072	1	130	250	1	3000	0	0
180072	2	75	600	1	4200	0	0
180072	3	123	100	1	1600	800	0
180073	1	130	1	2	400	0	3
180073	2	123	1	2	1000	0	0
180073	3	75	1	2	500	0	300
180075	1	130	200	1	1800	0	1050
180075	2	75	200	1	1900	0	940
180075	3	123	100	1	1600	0	240
180075	4	125	25	1	350	0	140
180076	1	130	200	1	1400	0	0
180077	1	75	50	1	275	0	80
180077	2	130	100	1	500	0	0
180077	3	123	50	1	700	0	0
180079	1	130	2.5	2	1400	0	600
180079	2	123	1	2	1400	0	0
180079	3	75	2	2	1200	0	600
180079	4	23	1.5	2	3000	0	0
180080	1	130	1	2	600	0	350
180080	2	75	2	2	1600	0	350
180080	3	123	1	2	1400	0	0
180081	1	130	200	1	1600	0	520
180081	2	75	250	1	2250	0	570
180082	1	75	150	1	1050	50	0
180082	2	130	250	1	2250	0	0
180082	3	5	100	1	600	0	0
180082	4	72	270	1	500	500	150
180083	1	130	200	1	1400	0	932
180083	2	23	50	1	900	480	290
180083	3	75	50	1	350	40	220
180083	4	123	50	1	975	0	416
180084	1	75	3	2	2400	0	700
180084	2	130	5	2	2500	0	700
180085	1	5	50	1	250	0	0
180085	2	130	100	1	500	0	0
180085	3	75	50	1	300	0	0
180085	4	123	25	1	350	0	0
180086	1	75	50	1	450	0	0
180087	1	123	50	1	900	0	300
180087	2	130	400	1	3200	0	910
180087	3	75	150	1	1350	0	540
180088	1	123	200	1	2000	0	195
180088	2	130	200	1	1400	0	700
180088	3	75	100	1	800	0	700
180089	1	20	250	1	1750	0	0
180089	2	130	1500	1	12000	0	0
180089	3	75	600	1	4200	0	0
180090	1	130	100	1	800	0	320
180090	2	123	50	1	1050	0	350
180091	1	130	300	1	2700	0	1080
180091	2	75	100	1	950	0	540
180091	3	123	150	1	2700	0	375
180091	4	55	1000	1	4000	4000	700
180091	5	72	900	1	5000	5000	820
180092	1	130	200	1	1000	0	160
180092	2	5	200	1	1200	0	80
180092	3	75	100	1	700	0	0
180092	4	123	50	1	700	0	0
180093	1	130	150	1	900	150	0
180093	2	75	100	1	700	200	0
180093	3	123	20	1	300	150	0
180094	1	75	200	1	1900	0	1100
180094	2	130	150	1	1350	0	920
180094	3	123	70	1	840	0	384
180094	4	72	300	1	1500	1500	270
180094	5	5	100	1	800	0	240
180095	1	 	 	 	 	 	 
180096	1	5	50	1	400	0	240
180096	2	75	150	1	1500	0	1050
180096	3	130	300	1	2700	0	1220
180096	4	123	25	1	550	0	168
180096	5	72	800	1	5000	5000	600
190006	1	5	150	1	1200	400	250
190006	2	130	100	1	850	0	220
190017	1	5	400	1	3200	0	1400
190022	1	75	1	2	1000	0	400
190022	2	123	50	1	800	0	0
190026	1	75	2	2	2800	0	1050
190026	2	5	1.5	2	900	0	550
190038	1	64	2	2	2	2000	7000
190039	1	96	25	2	12500	12500	3000
190039	2	33	20	2	8000	2000	1000
190039	3	20	7	2	4200	0	400
190039	4	45	2000	56	6000	0	600
190039	5	72	6	2	7200	4800	600
190039	6	16	2	2	8000	4000	600
190051	1	130	1	2	700	0	300
190051	2	5	2	2	1200	0	350
190056	1	75	5	2	3500	0	525
190056	2	123	1	2	1300	0	650
190056	3	8	2	2	2400	0	650
190063	1	75	3	2	2400	0	200
190065	1	75	2	2	1400	0	350
190065	2	64	2	2	900	0	700
190065	3	23	2	2	3000	0	350
190067	1	5	100	1	700	200	0
190067	2	125	50	1	750	150	0
190069	1	64	2	2	2400	0	335
190069	2	23	1	2	1200	0	335
190098	1	75	5	2	3000	0	700
190098	2	130	2	2	1000	0	700
190100	1	 	 	 	 	 	 
190100	2	 	 	 	 	 	 
200003	1	75	150	1	1500	0	1400
200003	2	76	100	1	1800	0	1200
200003	3	20	100	1	900	0	700
200004	1	75	200	1	1800	200	750
200004	2	20	100	1	900	0	375
200004	3	8	50	1	850	0	350
200005	1	75	300	1	2400	0	1900
200005	2	76	150	1	2250	0	1000
200011	1	75	150	1	1050	0	0
200011	2	5	150	1	900	0	0
200011	3	76	1	2	1500	300	0
200012	1	75	2	2	1200	0	0
200012	2	5	1	2	800	0	0
200012	3	76	2	2	2400	400	300
200013	1	76	1	2	1400	0	500
200013	2	75	50	1	500	0	0
200014	1	130	200	1	1800	0	1050
200014	2	20	50	1	600	0	350
200014	3	75	100	1	1100	0	420
200018	1	76	100	1	1600	0	750
200018	2	75	50	1	500	0	750
200019	1	75	50	1	300	0	0
200019	2	20	50	1	450	0	0
200021	1	76	50	1	900	0	500
200021	2	75	200	1	2200	0	2400
200021	3	72	340	1	2100	0	3000
200021	4	45	500	1	10000	0	2500
200021	5	51	2000	1	30000	0	3500
200021	6	17	4	1	440	0	0
200022	1	76	100	1	2000	0	500
200022	2	44	500	1	3000	2400	510
200024	1	76	1	2	1500	0	0
200024	2	75	1	2	800	0	0
200026	1	75	2	2	1800	0	315
200026	2	5	50	1	350	0	0
200026	3	8	1	2	1300	0	0
200026	4	72	820	1	4920	4800	800
