childid	rcfid	cocdmove	agemove	whymove
PE201094	2	8888	15	13
PE201094	3	8888	22	13
PE201094	4	1	 	 
PE201096	1	1	17	1
PE201096	2	8888	17	13
PE201096	3	8888	24	1
PE201096	4	8888	25	6
PE201096	5	8888	26	6
PE201096	6	8888	27	6
PE201096	7	1	 	 
PE201097	1	35	18	13
PE201097	2	8888	19	1
PE201097	3	8888	21	6
PE201097	4	1	 	 
PE201098	1	1	3	1
PE201098	2	8888	12	2
PE201098	3	8888	20	13
PE201098	4	8888	22	1
PE201098	5	1	 	 
PE201099	1	27	21	2
PE201099	2	8888	28	6
PE201099	3	8888	33	6
PE201099	4	8888	40	6
PE201099	5	1	 	 
PE201100	1	1	18	13
PE201100	2	8888	21	3
PE201100	3	8888	23	5
PE201100	4	1	 	 
PE201101	1	15	19	13
PE201101	2	8888	25	9
PE201101	3	8888	37	6
PE201101	4	1	 	 
PE201102	1	22	18	13
PE201102	2	1	 	 
